"","X","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","species","year","ID","SpawnBio_re","Recruit_0_re","F_re"
"1",1,4082630000,123476000,0,4550340000,146643000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",1,"D100-E0-F1-cod-1",0.11456095703015,0.1876235057825,NA
"2",2,4082630000,150703000,0,4550340000,146200000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",2,"D100-E0-F1-cod-1",0.11456095703015,-0.0298799625753966,NA
"3",3,4080140000,123755000,0,4550190000,145755000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",3,"D100-E0-F1-cod-1",0.115204380241854,0.17777059512747,NA
"4",4,4078580000,127131000,0,4549520000,145305000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",4,"D100-E0-F1-cod-1",0.115466657513154,0.142954904783255,NA
"5",5,4085010000,130274000,0,4548060000,144850000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",5,"D100-E0-F1-cod-1",0.113353455683095,0.111887253020557,NA
"6",6,4084400000,137899000,0,4545600000,144388000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",6,"D100-E0-F1-cod-1",0.112917441974341,0.0470561787975257,NA
"7",7,4080980000,136456000,0,4542010000,143917000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",7,"D100-E0-F1-cod-1",0.112970413969194,0.0546769654687225,NA
"8",8,4078200000,124778000,0,4537240000,143437000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",8,"D100-E0-F1-cod-1",0.112559462507969,0.149537578739842,NA
"9",9,4079950000,138066000,0,4531310000,142947000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",9,"D100-E0-F1-cod-1",0.110628806725573,0.0353526574247099,NA
"10",10,4081870000,131663000,0,4524250000,142447000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",10,"D100-E0-F1-cod-1",0.108376797889203,0.0819060783971199,NA
"11",11,4081550000,129068000,0,4516150000,141934000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",11,"D100-E0-F1-cod-1",0.106479156202913,0.099683887563145,NA
"12",12,4084430000,127066000,0,4507060000,141409000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",12,"D100-E0-F1-cod-1",0.103473434481678,0.112878346685974,NA
"13",13,4085350000,132225000,0,4497090000,140869000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",13,"D100-E0-F1-cod-1",0.100784510507056,0.0653734165248629,NA
"14",14,4082860000,141721000,0,4486310000,140312000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",14,"D100-E0-F1-cod-1",0.0988155361682742,-0.00994206927695966,NA
"15",15,4077730000,124089000,0,4474770000,139735000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",15,"D100-E0-F1-cod-1",0.0973678983159748,0.126086921483774,NA
"16",16,4075980000,120072000,0,4462550000,139133000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",16,"D100-E0-F1-cod-1",0.0948409952943832,0.158746418815377,NA
"17",17,4077560000,133641000,0,4449680000,138500000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",17,"D100-E0-F1-cod-1",0.0912604596866754,0.0363586025246743,NA
"18",18,4071600000,142400000,0,4436200000,137829000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",18,"D100-E0-F1-cod-1",0.0895471067884861,-0.0320997191011236,NA
"19",19,4061070000,135953000,0,4422110000,137112000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",19,"D100-E0-F1-cod-1",0.0889026783581667,0.00852500496495112,NA
"20",20,4056220000,132321000,0,4407420000,136339000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",20,"D100-E0-F1-cod-1",0.0865830748825261,0.0303655504417288,NA
"21",21,4059520000,124096000,0,4392100000,135503000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",21,"D100-E0-F1-cod-1",0.0819259419832887,0.0919207710159876,NA
"22",22,4065920000,119541000,0,4376090000,134600000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",22,"D100-E0-F1-cod-1",0.0762853179600189,0.12597351536293,NA
"23",23,4070500000,140636000,0,4359340000,133639000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",23,"D100-E0-F1-cod-1",0.0709593416042255,-0.0497525526892119,NA
"24",24,4066780000,128752000,0,4341740000,132616000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",24,"D100-E0-F1-cod-1",0.0676112305066908,0.0300111842922828,NA
"25",25,4058960000,120381000,0,4323200000,131605000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",25,"D100-E0-F1-cod-1",0.0651004198119715,0.0932373048903066,NA
"26",26,4055770000,116815000,0,4303610000,169731000,0,"D100-E0-F1-cod",1,"D100","E0","F1","cod",26,"D100-E0-F1-cod-1",0.0611080016864862,0.452989770149382,NA
"27",27,4048370000,121538000,0.005,4282880000,144459000,0.00472896,"D100-E0-F1-cod",1,"D100","E0","F1","cod",27,"D100-E0-F1-cod-1",0.0579270175403928,0.188591222498313,-0.054208
"28",28,4013190000,124969000,0.01,4252700000,123140000,0.00941745,"D100-E0-F1-cod",1,"D100","E0","F1","cod",28,"D100-E0-F1-cod-1",0.0596807028822458,-0.0146356296361498,-0.0582549999999999
"29",29,3952390000,138854000,0.014,4226170000,132386000,0.0130298,"D100-E0-F1-cod",1,"D100","E0","F1","cod",29,"D100-E0-F1-cod-1",0.0692694799855277,-0.0465813012228672,-0.0693000000000001
"30",30,3877060000,132219000,0.019,4185520000,88347900,0.0175143,"D100-E0-F1-cod",1,"D100","E0","F1","cod",30,"D100-E0-F1-cod-1",0.0795602853708738,-0.33180632133052,-0.0781947368421052
"31",31,3792890000,132085000,0.024,4120440000,110937000,0.0220265,"D100-E0-F1-cod",1,"D100","E0","F1","cod",31,"D100-E0-F1-cod-1",0.0863589505627635,-0.160109020706363,-0.0822291666666666
"32",32,3708360000,124694000,0.029,4024980000,170489000,0.0267466,"D100-E0-F1-cod",1,"D100","E0","F1","cod",32,"D100-E0-F1-cod-1",0.0853800601883312,0.367259050154779,-0.0777034482758622
"33",33,3620740000,129813000,0.034,3886760000,129991000,0.0318336,"D100-E0-F1-cod",1,"D100","E0","F1","cod",33,"D100-E0-F1-cod-1",0.0734711688770804,0.00137120319228429,-0.0637176470588237
"34",34,3528830000,127587000,0.039,3745250000,158861000,0.0368991,"D100-E0-F1-cod",1,"D100","E0","F1","cod",34,"D100-E0-F1-cod-1",0.0613291090814803,0.245119016827733,-0.0538692307692308
"35",35,3430450000,130431000,0.043,3623910000,133471000,0.0407617,"D100-E0-F1-cod",1,"D100","E0","F1","cod",35,"D100-E0-F1-cod-1",0.0563949336092932,0.0233073425796015,-0.052053488372093
"36",36,3332220000,128547000,0.048,3513570000,132963000,0.0454814,"D100-E0-F1-cod",1,"D100","E0","F1","cod",36,"D100-E0-F1-cod-1",0.054423177341232,0.0343531937734836,-0.0524708333333334
"37",37,3231110000,121188000,0.053,3420510000,120852000,0.0499252,"D100-E0-F1-cod",1,"D100","E0","F1","cod",37,"D100-E0-F1-cod-1",0.0586176267598441,-0.00277255173779582,-0.0580150943396226
"38",38,3129600000,130824000,0.058,3326490000,156728000,0.0544135,"D100-E0-F1-cod",1,"D100","E0","F1","cod",38,"D100-E0-F1-cod-1",0.0629121932515337,0.198006481991072,-0.0618362068965518
"39",39,3025590000,118194000,0.063,3227390000,92501500,0.0589232,"D100-E0-F1-cod",1,"D100","E0","F1","cod",39,"D100-E0-F1-cod-1",0.0666977349872256,-0.217375670507809,-0.0647111111111111
"40",40,2919620000,127139000,0.067,3127330000,92539500,0.0623681,"D100-E0-F1-cod",1,"D100","E0","F1","cod",40,"D100-E0-F1-cod-1",0.0711428199560217,-0.272139154783347,-0.0691328358208955
"41",41,2817770000,136417000,0.072,3030220000,145283000,0.0668441,"D100-E0-F1-cod",1,"D100","E0","F1","cod",41,"D100-E0-F1-cod-1",0.0753965014887659,0.0649918998365306,-0.0716097222222221
"42",42,2713770000,120958000,0.077,2899960000,127015000,0.0722679,"D100-E0-F1-cod",1,"D100","E0","F1","cod",42,"D100-E0-F1-cod-1",0.0686093515662713,0.0500752327254088,-0.0614558441558442
"43",43,2617450000,116369000,0.082,2761920000,112340000,0.0780942,"D100-E0-F1-cod",1,"D100","E0","F1","cod",43,"D100-E0-F1-cod-1",0.0551949416416741,-0.0346226228634774,-0.0476317073170732
"44",44,2528510000,132462000,0.087,2641640000,129446000,0.0835857,"D100-E0-F1-cod",1,"D100","E0","F1","cod",44,"D100-E0-F1-cod-1",0.0447417649129329,-0.0227687940692425,-0.0392448275862068
"45",45,2436760000,120015000,0.092,2524770000,121923000,0.0890417,"D100-E0-F1-cod",1,"D100","E0","F1","cod",45,"D100-E0-F1-cod-1",0.036117631609186,0.0158980127484064,-0.0321554347826087
"46",46,2346580000,108263000,0.096,2412490000,120749000,0.0935987,"D100-E0-F1-cod",1,"D100","E0","F1","cod",46,"D100-E0-F1-cod-1",0.0280876850565504,0.11533026056917,-0.0250135416666666
"47",47,2265690000,117755000,0.101,2314280000,117971000,0.0990517,"D100-E0-F1-cod",1,"D100","E0","F1","cod",47,"D100-E0-F1-cod-1",0.0214460054111551,0.00183431701413953,-0.019290099009901
"48",48,2180860000,112719000,0.106,2221180000,107819000,0.104069,"D100-E0-F1-cod",1,"D100","E0","F1","cod",48,"D100-E0-F1-cod-1",0.0184881193657548,-0.0434709321409878,-0.0182169811320755
"49",49,2091780000,113576000,0.111,2132980000,116784000,0.108691,"D100-E0-F1-cod",1,"D100","E0","F1","cod",49,"D100-E0-F1-cod-1",0.0196961439539531,0.0282454039585828,-0.0208018018018019
"50",50,2005230000,115354000,0.116,2045980000,111785000,0.113567,"D100-E0-F1-cod",1,"D100","E0","F1","cod",50,"D100-E0-F1-cod-1",0.0203218583404398,-0.0309395426253099,-0.0209741379310345
"51",51,1920130000,113648000,0.121,1958590000,119595000,0.11853,"D100-E0-F1-cod",1,"D100","E0","F1","cod",51,"D100-E0-F1-cod-1",0.0200298938092733,0.0523282415880614,-0.0204132231404959
"52",52,1839820000,117246000,0.125,1876180000,126084000,0.122512,"D100-E0-F1-cod",1,"D100","E0","F1","cod",52,"D100-E0-F1-cod-1",0.0197628028828907,0.0753799703188169,-0.019904
"53",53,1767240000,114312000,0.13,1800580000,106162000,0.127494,"D100-E0-F1-cod",1,"D100","E0","F1","cod",53,"D100-E0-F1-cod-1",0.0188655756999615,-0.0712961018965638,-0.0192769230769231
"54",54,1700660000,120924000,0.135,1736490000,126273000,0.131927,"D100-E0-F1-cod",1,"D100","E0","F1","cod",54,"D100-E0-F1-cod-1",0.0210682911340303,0.0442343951572889,-0.0227629629629631
"55",55,1640780000,109744000,0.14,1679760000,111968000,0.136505,"D100-E0-F1-cod",1,"D100","E0","F1","cod",55,"D100-E0-F1-cod-1",0.0237569936249832,0.0202653448024493,-0.0249642857142859
"56",56,1586830000,114692000,0.145,1624510000,106580000,0.141447,"D100-E0-F1-cod",1,"D100","E0","F1","cod",56,"D100-E0-F1-cod-1",0.0237454547746135,-0.0707285599693091,-0.0245034482758621
"57",57,1538010000,102657000,0.149,1577040000,102314000,0.145078,"D100-E0-F1-cod",1,"D100","E0","F1","cod",57,"D100-E0-F1-cod-1",0.0253769481342774,-0.00334122368664582,-0.0263221476510066
"58",58,1490070000,106714000,0.154,1527530000,108476000,0.150143,"D100-E0-F1-cod",1,"D100","E0","F1","cod",58,"D100-E0-F1-cod-1",0.0251397585348339,0.0165114230560189,-0.0250454545454545
"59",59,1441770000,108920000,0.159,1472550000,116084000,0.155777,"D100-E0-F1-cod",1,"D100","E0","F1","cod",59,"D100-E0-F1-cod-1",0.0213487588172871,0.0657730444362835,-0.0202704402515724
"60",60,1388900000,114731000,0.164,1414140000,114406000,0.161109,"D100-E0-F1-cod",1,"D100","E0","F1","cod",60,"D100-E0-F1-cod-1",0.0181726546187631,-0.00283271304181084,-0.0176280487804878
"61",61,1337680000,113924000,0.169,1361070000,108618000,0.165888,"D100-E0-F1-cod",1,"D100","E0","F1","cod",61,"D100-E0-F1-cod-1",0.0174854972788709,-0.0465749095888487,-0.018414201183432
"62",62,1291840000,101502000,0.174,1317110000,104244000,0.170311,"D100-E0-F1-cod",1,"D100","E0","F1","cod",62,"D100-E0-F1-cod-1",0.0195612459747337,0.0270142460247089,-0.0212011494252873
"63",63,1253700000,103517000,0.178,1278130000,103984000,0.174441,"D100-E0-F1-cod",1,"D100","E0","F1","cod",63,"D100-E0-F1-cod-1",0.0194863204913456,0.00451133630224987,-0.0199943820224718
"64",64,1218450000,102848000,0.183,1239540000,103882000,0.179826,"D100-E0-F1-cod",1,"D100","E0","F1","cod",64,"D100-E0-F1-cod-1",0.017308876031023,0.0100536714374611,-0.0173442622950819
"65",65,1179050000,102513000,0.188,1198530000,103560000,0.184799,"D100-E0-F1-cod",1,"D100","E0","F1","cod",65,"D100-E0-F1-cod-1",0.0165217760061066,0.0102133387960551,-0.0170265957446809
"66",66,1139080000,99086100,0.188,1157230000,102966000,0.184866,"D100-E0-F1-cod",1,"D100","E0","F1","cod",66,"D100-E0-F1-cod-1",0.0159339115777645,0.0391568544932135,-0.0166702127659574
"67",67,1104580000,106539000,0.185,1122120000,106933000,0.181882,"D100-E0-F1-cod",1,"D100","E0","F1","cod",67,"D100-E0-F1-cod-1",0.0158793387531913,0.00369817625470485,-0.0168540540540541
"68",68,1077930000,90662400,0.181,1096140000,89954600,0.177664,"D100-E0-F1-cod",1,"D100","E0","F1","cod",68,"D100-E0-F1-cod-1",0.0168934903008544,-0.00780698503458986,-0.0184309392265194
"69",69,1060310000,98742400,0.178,1080640000,102348000,0.174269,"D100-E0-F1-cod",1,"D100","E0","F1","cod",69,"D100-E0-F1-cod-1",0.0191736378983505,0.0365152153482192,-0.0209606741573033
"70",70,1049120000,102127000,0.175,1070230000,101557000,0.171295,"D100-E0-F1-cod",1,"D100","E0","F1","cod",70,"D100-E0-F1-cod-1",0.0201216257434803,-0.00558128604580571,-0.0211714285714285
"71",71,1037560000,91953900,0.171,1059270000,91511700,0.167202,"D100-E0-F1-cod",1,"D100","E0","F1","cod",71,"D100-E0-F1-cod-1",0.0209240911368981,-0.00480893143194579,-0.0222105263157896
"72",72,1033830000,99348300,0.168,1.057e+09,107396000,0.164035,"D100-E0-F1-cod",1,"D100","E0","F1","cod",72,"D100-E0-F1-cod-1",0.0224118085178414,0.0810049089919002,-0.0236011904761906
"73",73,1034030000,93302800,0.165,1056940000,91197400,0.161252,"D100-E0-F1-cod",1,"D100","E0","F1","cod",73,"D100-E0-F1-cod-1",0.0221560302892566,-0.022565239199681,-0.0227151515151515
"74",74,1034630000,101440000,0.161,1058740000,101884000,0.156986,"D100-E0-F1-cod",1,"D100","E0","F1","cod",74,"D100-E0-F1-cod-1",0.0233030165373129,0.00437697160883281,-0.0249316770186336
"75",75,1039650000,103490000,0.158,1067470000,101516000,0.153519,"D100-E0-F1-cod",1,"D100","E0","F1","cod",75,"D100-E0-F1-cod-1",0.0267590054345212,-0.0190743066962992,-0.028360759493671
"76",76,1046390000,95063500,0.154,1075190000,95941700,0.149636,"D100-E0-F1-cod",1,"D100","E0","F1","cod",76,"D100-E0-F1-cod-1",0.0275231988073281,0.00923803562881653,-0.0283376623376624
"77",77,1060760000,82820100,0.151,1089180000,84952000,0.146957,"D100-E0-F1-cod",1,"D100","E0","F1","cod",77,"D100-E0-F1-cod-1",0.0267921113164146,0.0257413357385466,-0.026774834437086
"78",78,1077960000,95840900,0.148,1104180000,97996600,0.144466,"D100-E0-F1-cod",1,"D100","E0","F1","cod",78,"D100-E0-F1-cod-1",0.024323722587109,0.022492484941189,-0.0238783783783783
"79",79,1089200000,97284400,0.144,1113830000,101214000,0.140754,"D100-E0-F1-cod",1,"D100","E0","F1","cod",79,"D100-E0-F1-cod-1",0.0226129269188395,0.0403929098601626,-0.0225416666666667
"80",80,1095280000,97222500,0.141,1119850000,93014600,0.137732,"D100-E0-F1-cod",1,"D100","E0","F1","cod",80,"D100-E0-F1-cod-1",0.0224326199693229,-0.0432811334824758,-0.023177304964539
"81",81,1105070000,87726600,0.138,1131340000,94716300,0.134542,"D100-E0-F1-cod",1,"D100","E0","F1","cod",81,"D100-E0-F1-cod-1",0.0237722497217371,0.0796759477741073,-0.0250579710144929
"82",82,1118380000,96732300,0.134,1146100000,92455400,0.130594,"D100-E0-F1-cod",1,"D100","E0","F1","cod",82,"D100-E0-F1-cod-1",0.0247858509630001,-0.044213773475871,-0.0254179104477613
"83",83,1133170000,94876300,0.131,1160900000,97645600,0.127711,"D100-E0-F1-cod",1,"D100","E0","F1","cod",83,"D100-E0-F1-cod-1",0.0244711737868105,0.0291885328580478,-0.0251068702290077
"84",84,1146180000,99068300,0.128,1175580000,102037000,0.12465,"D100-E0-F1-cod",1,"D100","E0","F1","cod",84,"D100-E0-F1-cod-1",0.0256504213997801,0.02996619503918,-0.026171875
"85",85,1162520000,95709800,0.124,1190730000,98916000,0.120982,"D100-E0-F1-cod",1,"D100","E0","F1","cod",85,"D100-E0-F1-cod-1",0.0242662491828098,0.0334991819019578,-0.0243387096774193
"86",86,1182360000,103840000,0.121,1211180000,103803000,0.117978,"D100-E0-F1-cod",1,"D100","E0","F1","cod",86,"D100-E0-F1-cod-1",0.0243749788558476,-0.000356317411402157,-0.0249752066115702
"87",87,1205300000,101233000,0.118,1236070000,99124500,0.114877,"D100-E0-F1-cod",1,"D100","E0","F1","cod",87,"D100-E0-F1-cod-1",0.0255289139633286,-0.020828188436577,-0.0264661016949151
"88",88,1230710000,98595200,0.114,1263820000,100328000,0.110843,"D100-E0-F1-cod",1,"D100","E0","F1","cod",88,"D100-E0-F1-cod-1",0.0269031697150425,0.017574892083996,-0.0276929824561404
"89",89,1262340000,103458000,0.111,1295640000,109353000,0.108079,"D100-E0-F1-cod",1,"D100","E0","F1","cod",89,"D100-E0-F1-cod-1",0.0263795807785541,0.0569796439134721,-0.0263153153153154
"90",90,1294620000,106273000,0.108,1326340000,105923000,0.105388,"D100-E0-F1-cod",1,"D100","E0","F1","cod",90,"D100-E0-F1-cod-1",0.0245013980936491,-0.0032934047218014,-0.0241851851851852
"91",91,1326910000,107397000,0.104,1358970000,105417000,0.10144,"D100-E0-F1-cod",1,"D100","E0","F1","cod",91,"D100-E0-F1-cod-1",0.0241613975326134,-0.0184362691695299,-0.0246153846153845
"92",92,1363250000,112101000,0.101,1397580000,120198000,0.0983918,"D100-E0-F1-cod",1,"D100","E0","F1","cod",92,"D100-E0-F1-cod-1",0.025182468366037,0.0722295073192924,-0.0258237623762377
"93",93,1402630000,111418000,0.097,1436980000,113535000,0.0946222,"D100-E0-F1-cod",1,"D100","E0","F1","cod",93,"D100-E0-F1-cod-1",0.024489708618809,0.0190005205622072,-0.0245134020618557
"94",94,1446890000,102393000,0.094,1481630000,94383400,0.0916971,"D100-E0-F1-cod",1,"D100","E0","F1","cod",94,"D100-E0-F1-cod-1",0.0240101182536337,-0.0782240973504048,-0.0244989361702127
"95",95,1495140000,108285000,0.091,1533910000,121082000,0.0885579,"D100-E0-F1-cod",1,"D100","E0","F1","cod",95,"D100-E0-F1-cod-1",0.0259306820765948,0.118178879807914,-0.0268362637362638
"96",96,1542310000,105334000,0.087,1581680000,99930700,0.0848009,"D100-E0-F1-cod",1,"D100","E0","F1","cod",96,"D100-E0-F1-cod-1",0.0255266450972891,-0.0512968272352707,-0.0252770114942528
"97",97,1586220000,120674000,0.084,1624490000,128072000,0.0819602,"D100-E0-F1-cod",1,"D100","E0","F1","cod",97,"D100-E0-F1-cod-1",0.0241265398242362,0.0613056665064554,-0.0242833333333334
"98",98,1628270000,107635000,0.081,1669670000,112818000,0.0789124,"D100-E0-F1-cod",1,"D100","E0","F1","cod",98,"D100-E0-F1-cod-1",0.0254257586272547,0.0481534816741766,-0.0257728395061729
"99",99,1671160000,118285000,0.077,1712960000,121212000,0.0750411,"D100-E0-F1-cod",1,"D100","E0","F1","cod",99,"D100-E0-F1-cod-1",0.0250125661217358,0.0247453185103775,-0.0254402597402597
"100",100,1720700000,115825000,0.074,1767120000,121178000,0.0719367,"D100-E0-F1-cod",1,"D100","E0","F1","cod",100,"D100-E0-F1-cod-1",0.0269773929214854,0.0462162745521261,-0.0278824324324323
"101",101,4082630000,123510000,0,4462970000,144299000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",1,"D100-E0-F1-cod-2",0.0931605362229739,0.168318354789086,NA
"102",102,4082630000,149122000,0,4462970000,143909000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",2,"D100-E0-F1-cod-2",0.0931605362229739,-0.0349579538901034,NA
"103",103,4080150000,132081000,0,4463030000,143524000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",3,"D100-E0-F1-cod-2",0.0938396872663995,0.086636230797768,NA
"104",104,4078160000,136078000,0,4463150000,143143000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",4,"D100-E0-F1-cod-2",0.0944028679600604,0.0519187524801952,NA
"105",105,4085750000,128683000,0,4462990000,142767000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",5,"D100-E0-F1-cod-2",0.0923306614452671,0.109447246334015,NA
"106",106,4093200000,132429000,0,4462270000,142395000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",6,"D100-E0-F1-cod-2",0.0901666178051402,0.0752554198853725,NA
"107",107,4100840000,139592000,0,4460760000,142026000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",7,"D100-E0-F1-cod-2",0.0877673842432282,0.0174365293140008,NA
"108",108,4104600000,121671000,0,4458320000,141660000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",8,"D100-E0-F1-cod-2",0.0861764849193588,0.164287299356461,NA
"109",109,4108700000,134811000,0,4454870000,141299000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",9,"D100-E0-F1-cod-2",0.0842529267164797,0.0481266365504299,NA
"110",110,4111600000,128467000,0,4450430000,140944000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",10,"D100-E0-F1-cod-2",0.0824083082011869,0.0971222181571921,NA
"111",111,4107720000,126905000,0,4445050000,140595000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",11,"D100-E0-F1-cod-2",0.0821209819559269,0.10787597021394,NA
"112",112,4103760000,135038000,0,4438800000,140255000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",12,"D100-E0-F1-cod-2",0.0816422012983215,0.0386335698099794,NA
"113",113,4095780000,136798000,0,4431800000,139928000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",13,"D100-E0-F1-cod-2",0.0820405392867781,0.0228804514685887,NA
"114",114,4086700000,132427000,0,4424140000,139615000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",14,"D100-E0-F1-cod-2",0.0825702889862236,0.0542789612390223,NA
"115",115,4082040000,136849000,0,4415940000,139323000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",15,"D100-E0-F1-cod-2",0.0817973366258047,0.0180783199000358,NA
"116",116,4081260000,133184000,0,4407310000,139056000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",16,"D100-E0-F1-cod-2",0.0798895439153595,0.0440893801057184,NA
"117",117,4083010000,136870000,0,4398370000,138824000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",17,"D100-E0-F1-cod-2",0.077237136328346,0.0142763205961862,NA
"118",118,4088040000,135782000,0,4389210000,138639000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",18,"D100-E0-F1-cod-2",0.0736710012622186,0.0210410805555965,NA
"119",119,4094270000,141152000,0,4379950000,138517000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",19,"D100-E0-F1-cod-2",0.0697755643863253,-0.018667819088642,NA
"120",120,4102770000,127941000,0,4370710000,138478000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",20,"D100-E0-F1-cod-2",0.0653070974000492,0.0823582745171603,NA
"121",121,4113530000,129738000,0,4361630000,138549000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",21,"D100-E0-F1-cod-2",0.0603131616883796,0.0679137954955372,NA
"122",122,4124960000,130931000,0,4352860000,138763000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",22,"D100-E0-F1-cod-2",0.0552490205965634,0.0598177666098938,NA
"123",123,4129760000,127227000,0,4344600000,139152000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",23,"D100-E0-F1-cod-2",0.0520223935531363,0.0937301044589592,NA
"124",124,4129950000,124986000,0,4337080000,139761000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",24,"D100-E0-F1-cod-2",0.0501531495538687,0.118213239882867,NA
"125",125,4125460000,130640000,0,4330610000,140629000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",25,"D100-E0-F1-cod-2",0.0497277879315276,0.0764620330679731,NA
"126",126,4114870000,136885000,0,4325560000,127410000,0,"D100-E0-F1-cod",2,"D100","E0","F1","cod",26,"D100-E0-F1-cod-2",0.0512021035901499,-0.0692186872191986,NA
"127",127,4100360000,131104000,0.005,4322380000,107764000,0.00473585,"D100-E0-F1-cod",2,"D100","E0","F1","cod",27,"D100-E0-F1-cod-2",0.0541464651884225,-0.178026604832804,-0.0528300000000001
"128",128,4068250000,127581000,0.01,4297500000,174247000,0.00945809,"D100-E0-F1-cod",2,"D100","E0","F1","cod",28,"D100-E0-F1-cod-2",0.0563510108769127,0.36577546813397,-0.054191
"129",129,4022130000,125607000,0.014,4239470000,105178000,0.013297,"D100-E0-F1-cod",2,"D100","E0","F1","cod",29,"D100-E0-F1-cod-2",0.0540360455778406,-0.162642209431003,-0.0502142857142857
"130",130,3963540000,133298000,0.019,4164840000,159489000,0.0180954,"D100-E0-F1-cod",2,"D100","E0","F1","cod",30,"D100-E0-F1-cod-2",0.0507879320001817,0.196484568410629,-0.0476105263157894
"131",131,3888300000,141685000,0.024,4089770000,120940000,0.022811,"D100-E0-F1-cod",2,"D100","E0","F1","cod",31,"D100-E0-F1-cod-2",0.0518144176118098,-0.146416346119914,-0.0495416666666666
"132",132,3800020000,125396000,0.029,3992840000,135072000,0.0275913,"D100-E0-F1-cod",2,"D100","E0","F1","cod",32,"D100-E0-F1-cod-2",0.0507418382008516,0.0771635458866312,-0.0485758620689656
"133",133,3707830000,133427000,0.034,3899140000,134007000,0.0323224,"D100-E0-F1-cod",2,"D100","E0","F1","cod",33,"D100-E0-F1-cod-2",0.0515962166550246,0.00434694627024515,-0.0493411764705883
"134",134,3612940000,126035000,0.039,3790020000,135963000,0.0372015,"D100-E0-F1-cod",2,"D100","E0","F1","cod",34,"D100-E0-F1-cod-2",0.0490127154062896,0.078771769746499,-0.0461153846153847
"135",135,3510160000,117478000,0.043,3677400000,120436000,0.0410608,"D100-E0-F1-cod",2,"D100","E0","F1","cod",35,"D100-E0-F1-cod-2",0.0476445518153019,0.0251791824852313,-0.0450976744186045
"136",136,3407350000,125379000,0.048,3565620000,90804800,0.0458695,"D100-E0-F1-cod",2,"D100","E0","F1","cod",36,"D100-E0-F1-cod-2",0.0464495869223884,-0.275757503250146,-0.0443854166666667
"137",137,3295410000,128498000,0.053,3449740000,124268000,0.0506071,"D100-E0-F1-cod",2,"D100","E0","F1","cod",37,"D100-E0-F1-cod-2",0.0468318054506116,-0.0329188002926116,-0.0451490566037735
"138",138,3175320000,137051000,0.058,3315320000,132386000,0.0556354,"D100-E0-F1-cod",2,"D100","E0","F1","cod",38,"D100-E0-F1-cod-2",0.0440900444679591,-0.0340384236525089,-0.0407689655172414
