"","X","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","F","I","species","year","ID","SpawnBio_re","Recruit_0_re","F_re"
"248",248,2154530000,125389000,0.106,2162460000,120292000,0.104968,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",48,"B0-D102-F1-I1-cos-1",0.00368061711835064,-0.0406494987598593,-0.00973584905660369
"249",249,2057630000,126597000,0.111,2087640000,134007000,0.108926,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",49,"B0-D102-F1-I1-cos-1",0.0145847406968211,0.0585321927059883,-0.0186846846846847
"250",250,1966880000,112580000,0.116,2009820000,102211000,0.113251,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",50,"B0-D102-F1-I1-cos-1",0.0218315301391036,-0.0921033931426541,-0.023698275862069
"251",251,1888150000,121315000,0.121,1938740000,118858000,0.117533,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",51,"B0-D102-F1-I1-cos-1",0.0267934221327755,-0.0202530602151424,-0.0286528925619835
"252",252,1816480000,113502000,0.125,1870990000,118561000,0.121402,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",52,"B0-D102-F1-I1-cos-1",0.0300085880384039,0.0445719018167081,-0.028784
"253",253,1749300000,103966000,0.13,1799240000,104012000,0.126528,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",53,"B0-D102-F1-I1-cos-1",0.0285485622820557,0.000442452340188138,-0.0267076923076923
"254",254,1686180000,112615000,0.135,1731620000,114563000,0.131452,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",54,"B0-D102-F1-I1-cos-1",0.0269484871128824,0.0172978732850864,-0.0262814814814814
"255",255,1620400000,110816000,0.14,1664040000,99302000,0.136299,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",55,"B0-D102-F1-I1-cos-1",0.0269316218217724,-0.103901963615362,-0.0264357142857144
"256",256,1552710000,113615000,0.145,1595430000,112441000,0.141039,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",56,"B0-D102-F1-I1-cos-1",0.0275131866220994,-0.0103331426308146,-0.0273172413793103
"257",257,1488750000,100477000,0.149,1528230000,103213000,0.145493,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",57,"B0-D102-F1-I1-cos-1",0.0265188916876574,0.0272301123640236,-0.0235369127516777
"258",258,1430830000,106370000,0.154,1461790000,109263000,0.151068,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",58,"B0-D102-F1-I1-cos-1",0.0216377906529776,0.0271975180972079,-0.019038961038961
"259",259,1375040000,101292000,0.159,1399660000,99734800,0.156332,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",59,"B0-D102-F1-I1-cos-1",0.0179049336746567,-0.0153733759823086,-0.0167798742138365
"260",260,1318400000,100470000,0.164,1340560000,107448000,0.161225,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",60,"B0-D102-F1-I1-cos-1",0.0168082524271845,0.0694535682293222,-0.0169207317073171
"261",261,1263870000,97689700,0.169,1285620000,96708200,0.166078,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",61,"B0-D102-F1-I1-cos-1",0.0172090483989651,-0.0100471185805668,-0.0172899408284024
"262",262,1210080000,98599700,0.174,1233370000,89452500,0.170254,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",62,"B0-D102-F1-I1-cos-1",0.0192466613777601,-0.0927710733399797,-0.0215287356321839
"263",263,1157630000,95149800,0.178,1185370000,92067600,0.173522,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",63,"B0-D102-F1-I1-cos-1",0.0239627514836347,-0.0323931316723735,-0.0251573033707864
"264",264,1108250000,96868600,0.183,1136070000,102068000,0.17881,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",64,"B0-D102-F1-I1-cos-1",0.0251026392961877,0.0536747718042792,-0.022896174863388
"265",265,1061340000,88810400,0.188,1083720000,90869400,0.184537,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",65,"B0-D102-F1-I1-cos-1",0.0210865509638759,0.0231842216677326,-0.0184202127659574
"266",266,1016940000,97603200,0.188,1035100000,99300300,0.184679,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",66,"B0-D102-F1-I1-cos-1",0.0178574940507798,0.0173877495819809,-0.0176648936170212
"267",267,978905000,89398600,0.185,997045000,88132400,0.181417,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",67,"B0-D102-F1-I1-cos-1",0.0185309095366762,-0.014163532762258,-0.0193675675675676
"268",268,949422000,88693800,0.181,969378000,86087100,0.176968,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",68,"B0-D102-F1-I1-cos-1",0.0210191042550099,-0.0293898784356967,-0.0222762430939227
"269",269,930124000,96511000,0.178,952198000,101186000,0.173719,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",69,"B0-D102-F1-I1-cos-1",0.0237323195616929,0.0484400741884345,-0.0240505617977527
"270",270,914980000,89994900,0.175,937346000,86815200,0.170857,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",70,"B0-D102-F1-I1-cos-1",0.0244442501475442,-0.0353320021467883,-0.0236742857142856
"271",271,906236000,92431100,0.171,928881000,94622900,0.166593,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",71,"B0-D102-F1-I1-cos-1",0.0249879722279848,0.023712797965187,-0.0257719298245615
"272",272,904992000,92487900,0.168,928977000,93923100,0.163683,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",72,"B0-D102-F1-I1-cos-1",0.0265029967115731,0.0155177055593218,-0.0256964285714287
"273",273,906813000,88775100,0.165,930891000,95817500,0.160607,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",73,"B0-D102-F1-I1-cos-1",0.0265523321787403,0.0793285504606585,-0.0266242424242425
"274",274,912291000,85181500,0.161,937895000,80959400,0.156406,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",74,"B0-D102-F1-I1-cos-1",0.0280656062594063,-0.049565926873793,-0.0285341614906833
"275",275,920271000,97792800,0.158,949766000,98623500,0.152561,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",75,"B0-D102-F1-I1-cos-1",0.0320503416928274,0.00849449039193069,-0.0344240506329114
"276",276,926940000,94437800,0.154,961428000,90233900,0.148331,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",76,"B0-D102-F1-I1-cos-1",0.0372062916693637,-0.0445150141151107,-0.0368116883116884
"277",277,936285000,100570000,0.151,972567000,98159200,0.145291,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",77,"B0-D102-F1-I1-cos-1",0.0387510213236354,-0.0239713632295913,-0.0378079470198675
"278",278,951529000,92931800,0.148,987849000,98646900,0.142788,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",78,"B0-D102-F1-I1-cos-1",0.0381701451033022,0.0614977865488455,-0.0352162162162162
"279",279,971241000,89362100,0.144,1004290000,85004000,0.139578,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",79,"B0-D102-F1-I1-cos-1",0.03402759974095,-0.0487689971475603,-0.0307083333333332
"280",280,995108000,98332700,0.141,1025850000,102065000,0.136764,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",80,"B0-D102-F1-I1-cos-1",0.0308931291879876,0.0379558376816664,-0.0300425531914893
"281",281,1016150000,104011000,0.138,1046430000,99073700,0.134177,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",81,"B0-D102-F1-I1-cos-1",0.02979875018452,-0.047469017700051,-0.0277028985507248
"282",282,1035970000,95638500,0.134,1065010000,96391700,0.130326,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",82,"B0-D102-F1-I1-cos-1",0.0280316997596455,0.00787548947338154,-0.0274179104477613
"283",283,1061280000,96677500,0.131,1089730000,98861100,0.127788,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",83,"B0-D102-F1-I1-cos-1",0.0268072516206845,0.022586434278917,-0.0245190839694656
"284",284,1089420000,96148300,0.128,1115230000,101775000,0.125153,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",84,"B0-D102-F1-I1-cos-1",0.0236915055717721,0.0585210554944809,-0.0222421875000001
"285",285,1115880000,98461600,0.124,1140650000,101312000,0.121293,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",85,"B0-D102-F1-I1-cos-1",0.0221977273541958,0.0289493569066519,-0.0218306451612903
"286",286,1142110000,104525000,0.121,1168830000,101335000,0.118005,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",86,"B0-D102-F1-I1-cos-1",0.0233952946738931,-0.0305190145898111,-0.0247520661157025
"287",287,1167400000,102059000,0.118,1199340000,100970000,0.114605,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",87,"B0-D102-F1-I1-cos-1",0.0273599451773171,-0.0106702985527979,-0.0287711864406779
"288",288,1194760000,103961000,0.114,1231150000,103595000,0.110578,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",88,"B0-D102-F1-I1-cos-1",0.0304579999330409,-0.00352055097584671,-0.0300175438596492
"289",289,1226610000,98578800,0.111,1264270000,97659000,0.107724,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",89,"B0-D102-F1-I1-cos-1",0.0307025052787765,-0.00933060658072527,-0.0295135135135135
"290",290,1260040000,103323000,0.108,1297390000,114920000,0.104964,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",90,"B0-D102-F1-I1-cos-1",0.0296419161296467,0.112240256283693,-0.0281111111111111
"291",291,1293350000,99486200,0.104,1329310000,97969600,0.101262,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",91,"B0-D102-F1-I1-cos-1",0.0278037654153941,-0.0152443253436155,-0.026326923076923
"292",292,1326330000,106282000,0.101,1363770000,106439000,0.0980025,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",92,"B0-D102-F1-I1-cos-1",0.0282282689828323,0.00147720216029055,-0.0296782178217822
"293",293,1358690000,98209700,0.097,1402180000,96777400,0.0938736,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",93,"B0-D102-F1-I1-cos-1",0.0320087731564963,-0.0145840991266647,-0.0322309278350516
"294",294,1392020000,111562000,0.094,1439410000,105323000,0.0908409,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",94,"B0-D102-F1-I1-cos-1",0.03404405109122,-0.0559240601638551,-0.0336074468085106
"295",295,1425640000,105315000,0.091,1475220000,104904000,0.0879648,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",95,"B0-D102-F1-I1-cos-1",0.0347773631491821,-0.00390257798034468,-0.0333538461538462
"296",296,1459770000,108187000,0.087,1507520000,112001000,0.0844291,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",96,"B0-D102-F1-I1-cos-1",0.0327106324969002,0.0352537735587455,-0.0295505747126435
"297",297,1499830000,116139000,0.084,1541930000,127504000,0.0818728,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",97,"B0-D102-F1-I1-cos-1",0.0280698479160972,0.0978568783957155,-0.0253238095238096
"298",298,1.541e+09,117803000,0.081,1578750000,121187000,0.0791155,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",98,"B0-D102-F1-I1-cos-1",0.0244970798182998,0.028725923788019,-0.0232654320987654
"299",299,1586380000,110606000,0.077,1625610000,119893000,0.0749931,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",99,"B0-D102-F1-I1-cos-1",0.0247292578070828,0.0839647035423033,-0.0260636363636364
"300",300,1640040000,109600000,0.074,1687140000,119263000,0.071767,"B0-D102-F1-I1-cos",1,"B0","D102","F1","I1","cos",100,"B0-D102-F1-I1-cos-1",0.0287188117362991,0.0881660583941606,-0.0301756756756757
"301",301,4084470000,117617000,0,4560860000,147317000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",1,"B0-D102-F1-I2-cos-1",0.116634471547104,0.252514517459211,NA
"302",302,4084470000,137851000,0,4560860000,146901000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",2,"B0-D102-F1-I2-cos-1",0.116634471547104,0.0656505937570275,NA
"303",303,4080030000,139463000,0,4560820000,146488000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",3,"B0-D102-F1-I2-cos-1",0.117839819805247,0.050371783196977,NA
"304",304,4070730000,130254000,0,4560540000,146076000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",4,"B0-D102-F1-I2-cos-1",0.120324855738406,0.121470357916072,NA
"305",305,4067780000,139987000,0,4559730000,145664000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",5,"B0-D102-F1-I2-cos-1",0.120938202164326,0.0405537657068156,NA
"306",306,4069040000,128697000,0,4558140000,145252000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",6,"B0-D102-F1-I2-cos-1",0.120200342095433,0.128635477128449,NA
"307",307,4072960000,146890000,0,4555600000,144839000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",7,"B0-D102-F1-I2-cos-1",0.118498585795097,-0.0139628293280686,NA
"308",308,4080070000,135829000,0,4.552e+09,144425000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",8,"B0-D102-F1-I2-cos-1",0.115667133161931,0.0632854545052971,NA
"309",309,4089200000,128132000,0,4547320000,144009000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",9,"B0-D102-F1-I2-cos-1",0.112031693240732,0.123911278993538,NA
"310",310,4104980000,124660000,0,4541600000,143594000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",10,"B0-D102-F1-I2-cos-1",0.106363490199709,0.151885127546928,NA
"311",311,4118180000,121200000,0,4534900000,143178000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",11,"B0-D102-F1-I2-cos-1",0.101190331651361,0.181336633663366,NA
"312",312,4123540000,138403000,0,4527300000,142763000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",12,"B0-D102-F1-I2-cos-1",0.0979158684043322,0.0315022073220956,NA
"313",313,4118410000,143760000,0,4518890000,142350000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",13,"B0-D102-F1-I2-cos-1",0.0972414111271097,-0.00980801335559266,NA
"314",314,4107690000,129825000,0,4509790000,141940000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",14,"B0-D102-F1-I2-cos-1",0.0978895681027536,0.093317927979973,NA
"315",315,4103230000,135239000,0,4500090000,141534000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",15,"B0-D102-F1-I2-cos-1",0.0967189263092734,0.0465472238037844,NA
"316",316,4104180000,133672000,0,4489860000,141131000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",16,"B0-D102-F1-I2-cos-1",0.0939724865868456,0.0558007660542223,NA
"317",317,4105540000,122527000,0,4479210000,140735000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",17,"B0-D102-F1-I2-cos-1",0.0910160417387238,0.148603981163335,NA
"318",318,4108950000,145389000,0,4468190000,140345000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",18,"B0-D102-F1-I2-cos-1",0.0874286618235802,-0.0346931335933255,NA
"319",319,4109190000,111523000,0,4456890000,139961000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",19,"B0-D102-F1-I2-cos-1",0.0846152161374869,0.25499672713252,NA
"320",320,4107760000,123457000,0,4445370000,139586000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",20,"B0-D102-F1-I2-cos-1",0.0821883459598419,0.130644677904048,NA
"321",321,4105640000,133167000,0,4433680000,139219000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",21,"B0-D102-F1-I2-cos-1",0.0798998450911429,0.0454466947517028,NA
"322",322,4090250000,132040000,0,4421870000,138859000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",22,"B0-D102-F1-I2-cos-1",0.0810757288674286,0.0516434413813996,NA
"323",323,4072490000,137380000,0,4.41e+09,138508000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",23,"B0-D102-F1-I2-cos-1",0.0828755871714848,0.00821080215460766,NA
"324",324,4057780000,135258000,0,4398110000,138164000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",24,"B0-D102-F1-I2-cos-1",0.0838709836413014,0.0214848659598693,NA
"325",325,4048470000,125589000,0,4386240000,137828000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",25,"B0-D102-F1-I2-cos-1",0.0834315185736834,0.0974528023951142,NA
"326",326,4046790000,128123000,0,4374420000,137519000,0,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",26,"B0-D102-F1-I2-cos-1",0.0809604649611173,0.0733357788999633,NA
"327",327,4047780000,135824000,0.005,4362680000,137631000,0.00464151,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",27,"B0-D102-F1-I2-cos-1",0.0777957300050892,0.0133039816232772,-0.0716980000000001
"328",328,4026470000,133992000,0.01,4331150000,137698000,0.00929833,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",28,"B0-D102-F1-I2-cos-1",0.0756692586806806,0.0276583676637411,-0.070167
"329",329,3986790000,123089000,0.014,4.281e+09,137726000,0.0130446,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",29,"B0-D102-F1-I2-cos-1",0.0737962119900973,0.118913956568012,-0.0682428571428572
"330",330,3936950000,131336000,0.019,4218070000,137790000,0.0177426,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",30,"B0-D102-F1-I2-cos-1",0.071405529661286,0.0491411341901687,-0.066178947368421
"331",331,3870340000,127469000,0.024,4140540000,137889000,0.022422,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",31,"B0-D102-F1-I2-cos-1",0.0698129880062217,0.0817453655398567,-0.06575
"332",332,3786740000,141027000,0.029,4.051e+09,138093000,0.0270883,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",32,"B0-D102-F1-I2-cos-1",0.0697856203489017,-0.0208045267927418,-0.0659206896551725
"333",333,3691820000,134142000,0.034,3952050000,138419000,0.0317215,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",33,"B0-D102-F1-I2-cos-1",0.0704882686588187,0.0318841227952468,-0.067014705882353
"334",334,3590610000,126471000,0.039,3846300000,138790000,0.0363957,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",34,"B0-D102-F1-I2-cos-1",0.0712107413503555,0.097405729376695,-0.066776923076923
"335",335,3489880000,118726000,0.043,3735930000,139065000,0.0401584,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",35,"B0-D102-F1-I2-cos-1",0.0705038568661387,0.171310412209626,-0.0660837209302326
"336",336,3388350000,146184000,0.048,3626320000,134104000,0.0447975,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",36,"B0-D102-F1-I2-cos-1",0.0702318237490224,-0.0826355825534942,-0.0667187500000001
"337",337,3277910000,123911000,0.053,3515780000,148864000,0.0492764,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",37,"B0-D102-F1-I2-cos-1",0.0725675811721493,0.201378408696564,-0.0702566037735849
"338",338,3165490000,128736000,0.058,3404600000,99846100,0.0538858,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",38,"B0-D102-F1-I2-cos-1",0.0755364888216358,-0.224411974894357,-0.0709344827586208
"339",339,3058680000,131672000,0.063,3295450000,110219000,0.0583029,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",39,"B0-D102-F1-I2-cos-1",0.0774092092013548,-0.162927577617109,-0.0745571428571429
"340",340,2948940000,123539000,0.067,3181900000,138930000,0.0622177,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",40,"B0-D102-F1-I2-cos-1",0.0789978772033341,0.124584139421559,-0.0713776119402986
"341",341,2844260000,117896000,0.072,3047540000,98956300,0.0675319,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",41,"B0-D102-F1-I2-cos-1",0.0714702593996329,-0.160647519848002,-0.0620569444444443
"342",342,2740860000,131956000,0.077,2908530000,114910000,0.0727709,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",42,"B0-D102-F1-I2-cos-1",0.0611742299862087,-0.129179423444178,-0.0549233766233766
"343",343,2634330000,128653000,0.082,2771060000,151490000,0.0783897,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",43,"B0-D102-F1-I2-cos-1",0.0519031404569663,0.177508491834625,-0.0440280487804878
"344",344,2528580000,124551000,0.087,2624600000,123033000,0.084394,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",44,"B0-D102-F1-I2-cos-1",0.0379738825744094,-0.0121877785003733,-0.0299540229885057
"345",345,2430640000,117051000,0.092,2492930000,99572000,0.0898614,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",45,"B0-D102-F1-I2-cos-1",0.0256269953592469,-0.14932807067005,-0.0232456521739131
"346",346,2337680000,108236000,0.096,2385400000,100240000,0.0942077,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",46,"B0-D102-F1-I2-cos-1",0.0204134013209678,-0.0738756051590968,-0.0186697916666666
"347",347,2248160000,115055000,0.101,2280940000,120597000,0.0999038,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",47,"B0-D102-F1-I2-cos-1",0.0145808127535407,0.0481682673503976,-0.0108534653465347
"348",348,2154530000,125389000,0.106,2166790000,131451000,0.105819,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",48,"B0-D102-F1-I2-cos-1",0.00569033617540717,0.0483455486525931,-0.00170754716981133
"349",349,2057630000,126597000,0.111,2052550000,135152000,0.111469,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",49,"B0-D102-F1-I2-cos-1",-0.0024688598047268,0.0675766408366707,0.0042252252252252
"350",350,1966880000,112580000,0.116,1953920000,111882000,0.116699,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",50,"B0-D102-F1-I2-cos-1",-0.00658911575693484,-0.00620003553028957,0.00602586206896544
"351",351,1888150000,121315000,0.121,1876520000,120449000,0.121373,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",51,"B0-D102-F1-I2-cos-1",-0.00615946826258507,-0.00713844124799077,0.00308264462809916
"352",352,1816480000,113502000,0.125,1811870000,112393000,0.124962,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",52,"B0-D102-F1-I2-cos-1",-0.00253787545142253,-0.00977075293827422,-0.000303999999999971
"353",353,1749300000,103966000,0.13,1750540000,96735000,0.129577,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",53,"B0-D102-F1-I2-cos-1",0.000708854970559652,-0.0695515841717485,-0.00325384615384621
"354",354,1686180000,112615000,0.135,1691330000,119948000,0.13435,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",54,"B0-D102-F1-I2-cos-1",0.00305424094699261,0.0651156595480176,-0.0048148148148149
"355",355,1620400000,110816000,0.14,1625370000,106727000,0.139605,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",55,"B0-D102-F1-I2-cos-1",0.0030671439150827,-0.0368990037539705,-0.00282142857142862
"356",356,1552710000,113615000,0.145,1555480000,104728000,0.144475,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",56,"B0-D102-F1-I2-cos-1",0.00178397769061834,-0.0782203054174185,-0.0036206896551724
"357",357,1488750000,100477000,0.149,1491880000,105741000,0.148624,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",57,"B0-D102-F1-I2-cos-1",0.0021024349286314,0.0523900992266887,-0.00252348993288582
"358",358,1430830000,106370000,0.154,1429540000,109853000,0.154387,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",58,"B0-D102-F1-I2-cos-1",-0.000901574610540735,0.0327441947917646,0.002512987012987
"359",359,1375040000,101292000,0.159,1367890000,100168000,0.159747,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",59,"B0-D102-F1-I2-cos-1",-0.00519984873167326,-0.0110966315207519,0.00469811320754716
"360",360,1318400000,100470000,0.164,1310580000,95430300,0.164662,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",60,"B0-D102-F1-I2-cos-1",-0.00593143203883495,-0.0501612421618394,0.00403658536585363
"361",361,1263870000,97689700,0.169,1257380000,105100000,0.169612,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",61,"B0-D102-F1-I2-cos-1",-0.00513502179812797,0.0758554893709368,0.00362130177514794
"362",362,1210080000,98599700,0.174,1203070000,90486800,0.174983,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",62,"B0-D102-F1-I2-cos-1",-0.00579300542112918,-0.0822811834113086,0.00564942528735639
"363",363,1157630000,95149800,0.178,1150250000,90656400,0.178628,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",63,"B0-D102-F1-I2-cos-1",-0.00637509394193309,-0.0472244818170926,0.00352808988764055
"364",364,1108250000,96868600,0.183,1101860000,105244000,0.184142,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",64,"B0-D102-F1-I2-cos-1",-0.00576584705616964,0.0864614539696042,0.00624043715846997
"365",365,1061340000,88810400,0.188,1050530000,92691000,0.190207,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",65,"B0-D102-F1-I2-cos-1",-0.010185237529915,0.0436953329790205,0.0117393617021276
"366",366,1016940000,97603200,0.188,1003300000,98895900,0.190022,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",66,"B0-D102-F1-I2-cos-1",-0.0134127873817531,0.0132444428051539,0.0107553191489361
"367",367,978905000,89398600,0.185,968642000,88805800,0.186179,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",67,"B0-D102-F1-I2-cos-1",-0.0104841634275032,-0.00663097632401402,0.00637297297297305
"368",368,949422000,88693800,0.181,944242000,77275400,0.181175,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",68,"B0-D102-F1-I2-cos-1",-0.00545595109445536,-0.128739551129842,0.000966850828729329
"369",369,930124000,96511000,0.178,929525000,104017000,0.177555,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",69,"B0-D102-F1-I2-cos-1",-0.000644000154818067,0.0777735180445752,-0.00250000000000001
"370",370,914980000,89994900,0.175,914024000,93331400,0.175541,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",70,"B0-D102-F1-I2-cos-1",-0.00104483158101816,0.0370743231005312,0.00309142857142865
"371",371,906236000,92431100,0.171,901326000,94077700,0.171529,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",71,"B0-D102-F1-I2-cos-1",-0.00541801473346899,0.0178143503647582,0.00309356725146184
