"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","E","F","I","species","year","ID"
"211",3626360000,83293300,0,3814110000,118770000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",11,"B0-D1-E991-F1-I3-cod-1"
"212",3571760000,52935500,0,3800600000,117289000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",12,"B0-D1-E991-F1-I3-cod-1"
"213",3556820000,95885200,0,3786130000,115172000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",13,"B0-D1-E991-F1-I3-cod-1"
"214",3523510000,94655600,0,3770330000,112220000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",14,"B0-D1-E991-F1-I3-cod-1"
"215",3466280000,39072400,0,3752530000,108340000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",15,"B0-D1-E991-F1-I3-cod-1"
"216",3404540000,71623100,0,3731650000,103747000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",16,"B0-D1-E991-F1-I3-cod-1"
"217",3323450000,76418300,0,3706170000,99110000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",17,"B0-D1-E991-F1-I3-cod-1"
"218",3212850000,102150000,0,3674290000,95538500,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",18,"B0-D1-E991-F1-I3-cod-1"
"219",3.098e+09,113287000,0,3634310000,94319300,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",19,"B0-D1-E991-F1-I3-cod-1"
"220",2994770000,94402800,0,3585390000,97156700,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",20,"B0-D1-E991-F1-I3-cod-1"
"221",2923740000,170622000,0,3528400000,112163000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",21,"B0-D1-E991-F1-I3-cod-1"
"222",2884200000,163675000,0,3466810000,165385000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",22,"B0-D1-E991-F1-I3-cod-1"
"223",2886340000,158976000,0,3409310000,140554000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",23,"B0-D1-E991-F1-I3-cod-1"
"224",2957140000,200777000,0,3379980000,182108000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",24,"B0-D1-E991-F1-I3-cod-1"
"225",3078140000,156616000,0,3396950000,126257000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",25,"B0-D1-E991-F1-I3-cod-1"
"226",3245640000,73143200,0,3453120000,115495000,0,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",26,"B0-D1-E991-F1-I3-cod-1"
"227",3449530000,140818000,0.00432479,3545480000,119806000,0.00427111,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",27,"B0-D1-E991-F1-I3-cod-1"
"228",3610970000,174266000,0.00864957,3616130000,125067000,0.0086942,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",28,"B0-D1-E991-F1-I3-cod-1"
"229",3700960000,127594000,0.0129744,3653420000,124662000,0.0132237,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",29,"B0-D1-E991-F1-I3-cod-1"
"230",3762340000,112706000,0.0172991,3657120000,110596000,0.0179453,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",30,"B0-D1-E991-F1-I3-cod-1"
"231",3798750000,86725300,0.0216239,3630920000,98682600,0.0227647,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",31,"B0-D1-E991-F1-I3-cod-1"
"232",3789410000,198748000,0.0259487,3575480000,115284000,0.0276256,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",32,"B0-D1-E991-F1-I3-cod-1"
"233",3727370000,144101000,0.0302735,3487150000,158172000,0.0324307,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",33,"B0-D1-E991-F1-I3-cod-1"
"234",3643780000,77178900,0.0345983,3372990000,76716500,0.0377208,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",34,"B0-D1-E991-F1-I3-cod-1"
"235",3582790000,79537700,0.0389231,3259180000,91782300,0.0429951,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",35,"B0-D1-E991-F1-I3-cod-1"
"236",3498290000,131734000,0.0432479,3148010000,110650000,0.0482515,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",36,"B0-D1-E991-F1-I3-cod-1"
"237",3365800000,70377700,0.0475726,3007300000,114010000,0.0532888,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",37,"B0-D1-E991-F1-I3-cod-1"
"238",3211560000,116193000,0.0518974,2858510000,118399000,0.0583743,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",38,"B0-D1-E991-F1-I3-cod-1"
"239",3049760000,107893000,0.0562222,2715450000,117107000,0.0627688,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",39,"B0-D1-E991-F1-I3-cod-1"
"240",2874620000,90044200,0.060547,2586060000,101203000,0.0668286,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",40,"B0-D1-E991-F1-I3-cod-1"
"241",2715260000,58026500,0.0648718,2473920000,86770700,0.0705849,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",41,"B0-D1-E991-F1-I3-cod-1"
"242",2564560000,74172800,0.0691966,2373140000,96108200,0.0740543,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",42,"B0-D1-E991-F1-I3-cod-1"
"243",2407680000,134390000,0.0735214,2271420000,121165000,0.0769201,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",43,"B0-D1-E991-F1-I3-cod-1"
"244",2239870000,122553000,0.0778462,2167020000,114643000,0.079278,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",44,"B0-D1-E991-F1-I3-cod-1"
"245",2093770000,116808000,0.0821709,2074600000,113696000,0.0821206,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",45,"B0-D1-E991-F1-I3-cod-1"
"246",1993380000,72450800,0.0864957,2002760000,145052000,0.0856459,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",46,"B0-D1-E991-F1-I3-cod-1"
"247",1924130000,192859000,0.0908205,1944040000,180058000,0.0896325,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",47,"B0-D1-E991-F1-I3-cod-1"
"248",1862470000,106925000,0.0951453,1903040000,117270000,0.0916926,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",48,"B0-D1-E991-F1-I3-cod-1"
"249",1820200000,124835000,0.0994701,1901470000,123372000,0.0943716,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",49,"B0-D1-E991-F1-I3-cod-1"
"250",1817720000,86996800,0.103795,1924540000,169887000,0.0972811,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",50,"B0-D1-E991-F1-I3-cod-1"
"251",1807790000,202593000,0.10812,1934030000,170975000,0.100513,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",51,"B0-D1-E991-F1-I3-cod-1"
"252",1785950000,111099000,0.112444,1943640000,105660000,0.101377,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",52,"B0-D1-E991-F1-I3-cod-1"
"253",1769560000,63718200,0.116769,1974600000,81858800,0.104009,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",53,"B0-D1-E991-F1-I3-cod-1"
"254",1779100000,55087900,0.121094,1998190000,96965200,0.107524,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",54,"B0-D1-E991-F1-I3-cod-1"
"255",1750060000,114808000,0.125419,1975920000,127491000,0.11044,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",55,"B0-D1-E991-F1-I3-cod-1"
"256",1669650000,91388000,0.129744,1913300000,114090000,0.111687,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",56,"B0-D1-E991-F1-I3-cod-1"
"257",1568740000,75245100,0.134068,1841440000,78704900,0.112708,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",57,"B0-D1-E991-F1-I3-cod-1"
"258",1478460000,51550900,0.138393,1778750000,66095200,0.113314,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",58,"B0-D1-E991-F1-I3-cod-1"
"259",1387620000,168120000,0.142718,1713290000,132511000,0.11414,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",59,"B0-D1-E991-F1-I3-cod-1"
"260",1288560000,60416400,0.147043,1630760000,86889900,0.114714,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",60,"B0-D1-E991-F1-I3-cod-1"
"261",1213460000,190432000,0.151368,1552600000,145149000,0.118854,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",61,"B0-D1-E991-F1-I3-cod-1"
"262",1175750000,92392200,0.155692,1493670000,128244000,0.122498,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",62,"B0-D1-E991-F1-I3-cod-1"
"263",1156820000,45118700,0.160017,1447170000,79577700,0.130197,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",63,"B0-D1-E991-F1-I3-cod-1"
"264",1175400000,126441000,0.164342,1427060000,104095000,0.13578,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",64,"B0-D1-E991-F1-I3-cod-1"
"265",1157340000,95944600,0.168667,1404560000,102013000,0.137771,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",65,"B0-D1-E991-F1-I3-cod-1"
"266",1117900000,124998000,0.168667,1368530000,114162000,0.137835,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",66,"B0-D1-E991-F1-I3-cod-1"
"267",1093810000,140722000,0.165867,1335480000,115120000,0.13584,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",67,"B0-D1-E991-F1-I3-cod-1"
"268",1080610000,65148900,0.163067,1310340000,54598900,0.135411,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",68,"B0-D1-E991-F1-I3-cod-1"
"269",1094640000,82092700,0.160267,1296880000,71005500,0.137393,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",69,"B0-D1-E991-F1-I3-cod-1"
"270",1110390000,54206200,0.157467,1273600000,71549400,0.139391,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",70,"B0-D1-E991-F1-I3-cod-1"
"271",1099570000,90656400,0.154667,1221970000,108552000,0.141232,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",71,"B0-D1-E991-F1-I3-cod-1"
"272",1070630000,79160800,0.151867,1160720000,102742000,0.140758,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",72,"B0-D1-E991-F1-I3-cod-1"
"273",1030800000,111610000,0.149067,1108940000,108749000,0.138065,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",73,"B0-D1-E991-F1-I3-cod-1"
"274",1000530000,110704000,0.146267,1085220000,134150000,0.133353,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",74,"B0-D1-E991-F1-I3-cod-1"
"275",985494000,101377000,0.143467,1084860000,107330000,0.129447,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",75,"B0-D1-E991-F1-I3-cod-1"
"276",997285000,176737000,0.140667,1110770000,175742000,0.124893,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",76,"B0-D1-E991-F1-I3-cod-1"
"277",1024180000,69938900,0.137867,1158400000,77005500,0.12106,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",77,"B0-D1-E991-F1-I3-cod-1"
"278",1078540000,51691200,0.135067,1224810000,52208000,0.11878,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",78,"B0-D1-E991-F1-I3-cod-1"
"279",1149050000,49455400,0.132267,1303230000,50852300,0.116406,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",79,"B0-D1-E991-F1-I3-cod-1"
"280",1174590000,114063000,0.129467,1334660000,129567000,0.113729,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",80,"B0-D1-E991-F1-I3-cod-1"
"281",1158510000,44699200,0.126667,1319980000,54482300,0.110952,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",81,"B0-D1-E991-F1-I3-cod-1"
"282",1132390000,144111000,0.123867,1293730000,145673000,0.107902,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",82,"B0-D1-E991-F1-I3-cod-1"
"283",1111110000,104132000,0.121067,1279020000,120665000,0.104633,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",83,"B0-D1-E991-F1-I3-cod-1"
"284",1097510000,64615400,0.118267,1268640000,60452900,0.10218,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",84,"B0-D1-E991-F1-I3-cod-1"
"285",1124510000,46565500,0.115467,1298920000,53801800,0.099661,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",85,"B0-D1-E991-F1-I3-cod-1"
"286",1150470000,75649400,0.112667,1330500000,85245200,0.0974043,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",86,"B0-D1-E991-F1-I3-cod-1"
"287",1151960000,74700100,0.109867,1332700000,79612900,0.0947517,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",87,"B0-D1-E991-F1-I3-cod-1"
"288",1135180000,59761300,0.107067,1317770000,62542800,0.0919149,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",88,"B0-D1-E991-F1-I3-cod-1"
"289",1118900000,98316800,0.104267,1303820000,111187000,0.0892495,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",89,"B0-D1-E991-F1-I3-cod-1"
"290",1101100000,164241000,0.101467,1286200000,183651000,0.0867464,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",90,"B0-D1-E991-F1-I3-cod-1"
"291",1090480000,87234000,0.0986667,1274490000,98379200,0.0842793,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",91,"B0-D1-E991-F1-I3-cod-1"
"292",1124190000,69306200,0.0958667,1311390000,61688600,0.0820252,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",92,"B0-D1-E991-F1-I3-cod-1"
"293",1196830000,87513000,0.0930667,1394930000,103667000,0.079715,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",93,"B0-D1-E991-F1-I3-cod-1"
"294",1255620000,55462800,0.0902667,1461730000,64758100,0.077662,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",94,"B0-D1-E991-F1-I3-cod-1"
"295",1297260000,91026300,0.0874667,1505370000,93485000,0.0752369,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",95,"B0-D1-E991-F1-I3-cod-1"
"296",1320730000,91916600,0.0846667,1535960000,90821400,0.0726169,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",96,"B0-D1-E991-F1-I3-cod-1"
"297",1326550000,101567000,0.0818667,1545760000,108864000,0.0702052,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",97,"B0-D1-E991-F1-I3-cod-1"
"298",1337700000,111763000,0.0790667,1554500000,128433000,0.0681815,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",98,"B0-D1-E991-F1-I3-cod-1"
"299",1358560000,184950000,0.0762667,1567700000,97165900,0.0662516,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",99,"B0-D1-E991-F1-I3-cod-1"
"300",1396210000,120129000,0.0734667,1600260000,106718000,NA,"B0-D1-E991-F1-I3-cod",1,"B0","D1","E991","F1","I3","cod",100,"B0-D1-E991-F1-I3-cod-1"
