"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","A","B","E","F","I","L","R","X","species","year","ID"
"1",86074.5,42959.8,0,74478.6,30598.9,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",1,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"2",86074.5,52550.7,0,74478.6,29711.5,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",2,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"3",86222.3,21728.7,0,74450.1,29127,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",3,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"4",87331.3,2232.6,0,74253.3,28500.2,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",4,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"5",89575.9,36354.6,0,73798.1,30669,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",5,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"6",89232.2,6702.72,0,73135.6,27095.3,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",6,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"7",84319.2,11521.6,0,72382,26303.7,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",7,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"8",79377.4,23791.1,0,71759.9,25557.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",8,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"9",74376.2,36225.9,0,71011.1,34939.8,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",9,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"10",68241.5,49993.8,0,69899.7,26471.9,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",10,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"11",64017.9,14507.6,0,68805.6,23232,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",11,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"12",63405.7,6582.39,0,68572,21785.5,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",12,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"13",65885.1,18710,0,68448.2,21992.5,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",13,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"14",66670.6,18359.8,0,67348.4,33364,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",14,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"15",63583.5,3901.3,0,65568.1,18724.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",15,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"16",59875.6,11249.5,0,63835.3,17400.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",16,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"17",56751,12609.3,0,63171.9,19305.2,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",17,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"18",52702.8,20971.9,0,62270.6,15010.6,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",18,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"19",48299.3,25125.1,0,60122.6,16984.9,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",19,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"20",44982.7,18270.5,0,57688.6,17645.3,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",20,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"21",43422,51597.2,0,55089.2,35366.2,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",21,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"22",43605,48212.2,0,52529.1,49388.3,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",22,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"23",44828.6,45986.3,0,50808.2,55302.3,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",23,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"24",49254.7,69549.1,0,51810,106637,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",24,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"25",56741,45259,0,56793.6,27680.2,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",25,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"26",64918.1,11929.7,0.07,65754,22364.7,0.0702138,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",26,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"27",70368.8,37198.1,0.07,75683.3,30736.4,0.0665493,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",27,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"28",74107.6,53612.2,0.07,81709.5,19415.9,0.0643812,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",28,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"29",72081.2,30794.7,0.07,79201.9,18163,0.0645377,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",29,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"30",68744.9,24570.7,0.07,74234.8,27511.9,0.065937,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",30,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"31",68427.1,15488.7,0.07,68366.6,14921.6,0.071937,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",31,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"32",67868.6,66101.7,0.07,61692.2,48833.6,0.0796399,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",32,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"33",64710.9,37635.4,0.07,55912.6,50494.1,0.083508,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",33,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"34",60738.8,12609.6,0.07,51290.4,15691.8,0.0845926,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",34,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"35",60874.3,13353.8,0.07,50342.8,15952.5,0.0862632,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",35,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"36",62737.4,32600.4,0.07,52782.5,30023.2,0.0856836,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",36,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"37",60260.3,10951.7,0.07,52531.8,25537.1,0.0813528,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",37,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"38",55226.3,26425.7,0.07,49222.8,24393.8,0.0788667,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",38,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"39",51501,23369.5,0.07,46809,20632.7,0.0774904,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",39,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"40",48173.2,17195.8,0.07,45620.9,15565.5,0.0747396,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",40,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"41",45236.8,8049.81,0.07,44494,12289.2,0.0715692,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",41,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"42",43517.1,12542.9,0.07,43002,22324.6,0.0717511,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",42,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"43",41369.8,36027.7,0.07,40629.3,24304.8,0.0721874,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",43,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"44",38028.7,31091.3,0.07,37713.3,19468.6,0.0711406,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",44,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"45",34963.7,28950.2,0.07,35866.9,20592.6,0.0689116,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",45,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"46",35008.6,12811.6,0.07,35553.7,14585,0.0701953,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",46,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"47",37331.1,72945.2,0.07,35400.6,54445.9,0.0762039,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",47,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"48",39236.2,26571.5,0.07,34772.5,35945.4,0.0815664,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",48,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"49",40279.2,35348.4,0.07,34296.3,25484,0.0843704,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",49,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"50",44917.3,19105.5,0.07,37288.8,10020.5,0.0866013,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",50,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"51",50199,85344.5,0.07,41929.1,82841.9,0.0870467,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",51,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"52",52126.9,30133.2,0.07,43617.1,28605.1,0.0854591,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",52,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"53",53114.6,11464.5,0.07,43277.5,18013.9,0.0871156,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",53,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"54",58080,8957.87,0.07,47627.5,11721.3,0.0878081,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",54,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"55",62703.3,32902.6,0.07,52638.8,41072.3,0.0858581,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",55,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"56",60500.6,22483.6,0.07,51772.7,26897.5,0.08281,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",56,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"57",55083,16326.8,0.07,48302.2,22048,0.079972,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",57,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"58",51237.1,8608.3,0.07,46851.3,11440.9,0.0769872,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",58,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"59",48904.1,70073.9,0.07,46974.4,39902,0.073502,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",59,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"60",45735.2,12077,0.07,45822.3,11156.9,0.0703319,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",60,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"61",42724.6,92393.4,0.07,43552.7,86489.1,0.0694173,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",61,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"62",44655.1,26733.4,0.07,42771.3,37427.9,0.0746672,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",62,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"63",48451.2,7789.39,0.07,43179.7,8585.51,0.0809473,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",63,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"64",54945.5,47558.3,0.07,48483.7,36773.8,0.0816146,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",64,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"65",60561.5,29949.3,0.07,54847.6,26567.8,0.0799005,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",65,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"66",59187.8,48505.3,0.07,54558.4,44383.5,0.0767857,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",66,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"67",57881.5,60367.1,0.07,52716.5,56303.6,0.0779066,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",67,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"68",58317.6,15822.4,0.07,52035,17637.1,0.0801978,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",68,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"69",60052.9,23591.8,0.07,53063,37604.1,0.0808744,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",69,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"70",63688.2,11377.7,0.07,56324.4,16775.8,0.0812323,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",70,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"71",64042.9,28176.1,0.07,57169,23719.5,0.0797745,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",71,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"72",60418.1,22472,0.07,55824.8,22024.6,0.0764631,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",72,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"73",55553.1,41637.2,0.07,53562.4,42947.7,0.0730313,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",73,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"74",51478,41495.9,0.07,50449.9,45817.1,0.071766,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",74,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"75",49194.2,35734.8,0.07,48208,31670.8,0.0721914,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",75,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"76",49320.7,93784.7,0.07,48657.1,97585.2,0.0719781,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",76,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"77",51587.4,18291.3,0.07,51604.1,18377.9,0.0713614,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",77,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"78",54996.9,10496.1,0.07,55207.5,12997.3,0.0707159,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",78,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"79",62366,9462.98,0.07,62822.2,10263.6,0.0713892,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",79,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"80",66703.7,40572.9,0.07,67456.7,40327.7,0.0710341,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",80,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"81",62977.8,7896.09,0.07,63720.6,10427.9,0.069778,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",81,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"82",56916.1,61444.4,0.07,57584,60332.1,0.0695798,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",82,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"83",53143.9,34933.1,0.07,53728.7,39331.8,0.0700478,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",83,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"84",50631.8,15183.1,0.07,51270.4,13563.6,0.069988,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",84,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"85",51294.1,8440.63,0.07,52088.6,7864.72,0.0699403,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",85,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"86",53889.6,19569.8,0.07,55039.8,18834.7,0.070354,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",86,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"87",52693.9,19074.7,0.07,53865.4,23193.5,0.0695164,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",87,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"88",48428.8,12888.6,0.07,49089.6,13551.2,0.0696615,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",88,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"89",44257.8,30702,0.07,44502,27007.7,0.0702615,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",89,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"90",41224.3,75347.6,0.07,41619.5,77305.1,0.0703282,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",90,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"91",38607.6,24799.9,0.07,39252.9,25451.9,0.0695229,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",91,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"92",38768,16272.4,0.07,39134.1,20467.1,0.0699759,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",92,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"93",44748.8,24056.8,0.07,45074.7,23502.3,0.0715871,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",93,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"94",50030.9,10683,0.07,50623.4,11228.4,0.0711778,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",94,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"95",49964.6,24941.1,0.07,50877.8,24524,0.0696419,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",95,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"96",48001,24979.7,0.07,49052.6,21299.5,0.0693173,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",96,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"97",45120.6,29425,0.07,45983.9,21742.8,0.0695116,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",97,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"98",42654.2,34344.9,0.07,43192,43540.5,0.0700615,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",98,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"99",41761.5,81951.4,0.07,41497.7,63688.7,0.0718045,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",99,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"100",42069.4,37976.4,0.07,40591.8,29508.4,0.0737731,"A0-B1-E0-F0-I0-L0-R0-X0-fla",1,"A0","B1","E0","F0","I0","L0","R0","X0","fla",100,"A0-B1-E0-F0-I0-L0-R0-X0-fla-1"
"101",86074.5,55189.7,0,86967.9,35168.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",1,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"102",86074.5,22798.9,0,86967.9,35481.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",2,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"103",86485,157998,0,86927.8,41525.1,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",3,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"104",88296.6,31738.8,0,86703.4,33906.9,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",4,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"105",91528.7,16341.8,0,86499.9,32737.1,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",5,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"106",103853,39961.8,0,86855.5,32839.1,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",6,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"107",115642,11380.5,0,86946.3,31295.5,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",7,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"108",115843,10535.7,0,86188.1,30445.6,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",8,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"109",112096,19581.7,0,85075.5,29552.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",9,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"110",105840,18105.3,0,83741.9,31887.6,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",10,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"111",96863.7,6153.85,0,82194.8,27811.7,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",11,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"112",88241.4,13230.1,0,80595,26147.4,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",12,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"113",80674.1,10063.6,0,79216.8,24358.5,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",13,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"114",72928.3,91370.2,0,77714.4,98686.1,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",14,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
"115",65524.7,29908.3,0,75739.9,29100.9,0,"A0-B1-E0-F0-I0-L0-R0-X0-fla",2,"A0","B1","E0","F0","I0","L0","R0","X0","fla",15,"A0-B1-E0-F0-I0-L0-R0-X0-fla-2"
