"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","A","B","E","F","I","L","R","X","species","year","ID"
"1",86074.5,16339.9,0,89064.3,36132.4,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",1,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"2",86074.5,30708.7,0,89064.3,35423.3,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",2,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"3",85650.6,20232.4,0,89035.4,39443.7,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",3,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"4",83370.1,43545.8,0,88844,34280,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",4,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"5",80303.2,16706.9,0,88514.6,33510.6,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",5,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"6",77648.4,23495.9,0,88400.6,33119.6,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",6,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"7",76389.8,29299.8,0,88136.8,31977.1,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",7,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"8",74908.9,15496.6,0,87366,32015.4,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",8,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"9",72297.3,28644.6,0,86332.2,30228.7,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",9,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"10",70265.5,34499.6,0,85128.4,35153,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",10,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"11",67935.6,25795.9,0,83826.4,29229,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",11,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"12",66111.8,24490.3,0,82510.6,26975,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",12,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"13",66041.7,22109.7,0,81535.7,38213.8,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",13,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"14",66206.7,15900.1,0,80492.3,29214.2,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",14,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"15",65635,26369.2,0,79082.5,26691.1,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",15,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"16",64365.3,65048.5,0,78426.1,34907.5,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",16,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"17",62334.1,29214.3,0,77992.3,34888.6,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",17,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"18",61592.6,14618.4,0,76940.6,34003.6,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",18,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"19",65404.5,27445.6,0,76379.8,49380.8,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",19,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"20",69630.1,14778.8,0,76653.6,26685.8,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",20,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"21",69821.3,147441,0,77475.6,80980.4,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",21,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"22",68384.2,55426.2,0,79476.6,38893,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",22,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"23",68913.5,28386.5,0,81793.2,46839.3,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",23,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"24",80845.1,29492.9,0,87009.9,22835.6,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",24,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"25",96236.1,17725.9,0,92899.6,40141.9,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",25,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"26",102238,25599.8,0.314,95811.2,24909.5,0.341598,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",26,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"27",76230,24737.3,0.314,70303.3,35038.2,0.342046,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",27,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"28",56128.8,24195.4,0.314,52586.7,45546,0.334036,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",28,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"29",42161.1,25980.3,0.314,41367.8,16698.6,0.312497,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",29,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"30",33477.1,33921.5,0.314,35038.7,38947.2,0.289958,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",30,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"31",28006.9,6965.14,0.314,32894.3,16889.7,0.256859,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",31,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"32",24922.2,14368.7,0.314,31160.6,20164,0.24117,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",32,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"33",23513.5,3879.84,0.314,29733.6,11569.1,0.240949,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",33,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"34",20802.6,23622.7,0.314,28095.3,18466.1,0.222983,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",34,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"35",17032.3,13894.4,0.314,25654,20771.8,0.196542,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",35,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"36",13924.9,39838.6,0.314,23434.9,48602,0.17697,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",36,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"37",12764.5,15453.1,0.314,21979.4,22163.6,0.174164,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",37,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"38",13332,63351.6,0.314,22235.4,29983.4,0.183165,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",38,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"39",15517.2,11850.8,0.314,25170.6,20650.9,0.18815,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",39,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"40",17957.4,21409.2,0.314,27810.1,25827.8,0.201723,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",40,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"41",21824.8,79858.7,0.314,28244.8,59775.1,0.242033,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",41,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"42",23536.8,45169.4,0.314,26974.6,39751.3,0.277775,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",42,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"43",22701,20230.1,0.314,25615,10479.7,0.278004,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",43,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"44",27595.1,47763.6,0.314,28118.5,38017.8,0.310798,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",44,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"45",32699.4,33663.2,0.314,30052.5,42947.9,0.351821,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",45,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"46",31914.1,18787.4,0.314,26760.1,21262,0.387002,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",46,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"47",30832.6,34005.7,0.314,23655.6,48425.5,0.420501,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",47,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"48",30287.6,17403.6,0.314,23163.3,24767.2,0.417413,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",48,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"49",27676.3,25597.7,0.314,22142.7,21722.7,0.388344,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",49,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"50",25402,43181.4,0.314,22449.8,39394.8,0.347128,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",50,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"51",23392.7,54567,0.314,23022.5,36983.2,0.310876,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",51,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"52",21894.6,6707.27,0.314,22320.2,22344,0.303245,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",52,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"53",23559.5,56084.2,0.314,23047.7,80729.5,0.322674,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",53,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"54",26920.2,94877.6,0.314,24279.4,68322.5,0.349528,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",54,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"55",26749.8,44899.5,0.314,24441.6,43678.5,0.337858,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",55,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"56",28218.5,18752.7,0.314,29198.6,15089.3,0.295813,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",56,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"57",36335.3,12795.2,0.314,37002.2,16122.1,0.305424,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",57,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"58",40925.1,7088.02,0.314,39146.6,12666.8,0.333053,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",58,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"59",37038.5,72742.6,0.314,34181.1,62939.2,0.344438,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",59,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"60",29769.7,21345.1,0.314,26970.5,22414.5,0.349159,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",60,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"61",24015,18724.8,0.314,22021.7,36851,0.340321,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",61,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"62",25219.9,17712.8,0.314,22929.2,15165,0.343139,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",62,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"63",27113.5,12711.3,0.314,24521.6,15587.9,0.346033,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",63,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"64",24471.8,43354.4,0.314,23811.2,44171,0.317159,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",64,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"65",21234,9957.14,0.314,22281.9,8324.48,0.290391,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",65,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"66",18763.9,7490.86,0.314,20355.9,6234.64,0.283163,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",66,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"67",19122.6,12711.1,0.314,20956.7,15074.1,0.282093,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",67,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"68",18780,22667.2,0.314,20392,23304.5,0.287181,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",68,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"69",15708.6,17184.7,0.314,16945.4,17217.7,0.28803,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",69,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"70",13457.2,42130.9,0.314,14632.1,39990.3,0.284465,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",70,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"71",13242.9,8734.33,0.314,14503.6,7863.47,0.282161,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",71,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"72",14197.5,9619.66,0.314,15346.5,8591.94,0.287358,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",72,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"73",16589,12244.3,0.314,17314.9,12294.2,0.299576,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",73,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"74",17140.6,25269,0.314,17376.8,30512.3,0.310862,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",74,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"75",14803,26890.5,0.314,14695.1,24066.6,0.315887,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",75,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"76",13111.4,20130.4,0.314,12924,20795.1,0.314462,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",76,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"77",13543.1,36689.2,0.314,13779,34163.1,0.30387,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",77,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"78",15284.8,22502.9,0.314,15663.9,24216.9,0.302488,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",78,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"79",16624.3,44252.9,0.314,16770.9,45000,0.309336,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",79,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"80",18446.3,16136.6,0.314,18266.9,19204.6,0.314634,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",80,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"81",20166.7,11304.6,0.314,19835.5,15331.9,0.316624,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",81,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"82",21992.8,36189.9,0.314,21822.6,38863,0.312941,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",82,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"83",22029.8,19194.1,0.314,22306.4,18470.7,0.306398,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",83,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"84",19595.2,24557.2,0.314,20665.2,27911.6,0.291147,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",84,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"85",19127.3,36851.2,0.314,20866.4,36727.6,0.281586,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",85,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"86",19409.7,7582.46,0.314,21369,5891.19,0.280145,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",86,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"87",19279.6,26310.5,0.314,21427.4,25691.5,0.277821,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",87,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"88",20163,20429.3,0.314,22357.1,19517.8,0.279595,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",88,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"89",19341.4,22676.5,0.314,21177.9,23149,0.284428,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",89,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"90",17971.6,21355.4,0.314,19331.1,18688.8,0.289608,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",90,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"91",17711.5,12323.1,0.314,18644,11408.3,0.296667,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",91,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"92",17484.1,41602,0.314,18096.1,35985.2,0.302405,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",92,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"93",17162.3,24268.3,0.314,17319.8,26044.7,0.311273,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",93,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"94",16499.7,37584.6,0.314,16050.8,34369,0.32398,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",94,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"95",17902.2,73254.1,0.314,16613.7,86958.6,0.338818,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",95,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"96",20078.7,10477.4,0.314,18228.9,14962.9,0.345522,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",96,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"97",22667.7,18989.3,0.314,20763.1,29920.1,0.335137,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",97,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"98",28044.5,26528.8,0.314,27366.7,26060,0.315922,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",98,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"99",29029.4,8187.25,0.314,30324.6,20886.4,0.293232,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",99,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"100",25163.5,19592.5,0.314,28419.2,24481.3,0.268772,"A0-B1-E1-F0-I0-L0-R0-X0-fla",11,"A0","B1","E1","F0","I0","L0","R0","X0","fla",100,"A0-B1-E1-F0-I0-L0-R0-X0-fla-11"
"101",86074.5,17613.8,0,114608,40627.5,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",1,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"102",86074.5,27726.7,0,114608,39953,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",2,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"103",85677.9,21839.9,0,114573,39223.9,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",3,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"104",83473.2,44861.1,0,114346,38403.8,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",4,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"105",80251.7,17249.8,0,113847,37565.1,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",5,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"106",77510.4,16591.7,0,113121,36521.4,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",6,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"107",76494.8,113028,0,112190,48740.9,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",7,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"108",75107.4,21061.9,0,111060,41997.3,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",8,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"109",73645.9,38369.4,0,109989,44605.7,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",9,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"110",80182.2,137637,0,109932,34610,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",10,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"111",87537.7,38932.8,0,110611,53798.7,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",11,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"112",91722.2,33272,0,111181,40202.7,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",12,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"113",103748,49083.5,0,111327,34158.8,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",13,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"114",115130,32869.7,0,112109,38954.6,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",14,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
"115",117712,10475.3,0,113078,33230.1,0,"A0-B1-E1-F0-I0-L0-R0-X0-fla",12,"A0","B1","E1","F0","I0","L0","R0","X0","fla",15,"A0-B1-E1-F0-I0-L0-R0-X0-fla-12"
