"","X","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","species","year","ID","SpawnBio_re","Recruit_0_re","F_re"
"1",1,4084470000,138168000,0,4495480000,145804000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",1,"D100-E0-F1-cos-1",0.100627498794213,0.0552660529210816,NA
"2",2,4084470000,130812000,0,4495480000,145382000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",2,"D100-E0-F1-cos-1",0.100627498794213,0.111381218848424,NA
"3",3,4086280000,128231000,0,4495410000,144960000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",3,"D100-E0-F1-cos-1",0.10012285012285,0.130459873197589,NA
"4",4,4090330000,126346000,0,4495020000,144537000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",4,"D100-E0-F1-cos-1",0.0989382274779785,0.143977648679024,NA
"5",5,4091880000,118007000,0,4494040000,144113000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",5,"D100-E0-F1-cos-1",0.0982824520758185,0.221224164668198,NA
"6",6,4089110000,137098000,0,4492210000,143685000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",6,"D100-E0-F1-cos-1",0.0985789083688138,0.0480459233540971,NA
"7",7,4078880000,134559000,0,4489380000,143254000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",7,"D100-E0-F1-cos-1",0.100640371866787,0.0646184944894061,NA
"8",8,4064150000,132298000,0,4485470000,142818000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",8,"D100-E0-F1-cos-1",0.103667433534687,0.0795174530227214,NA
"9",9,4054930000,125834000,0,4480460000,142378000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",9,"D100-E0-F1-cos-1",0.104941392329831,0.131474800133509,NA
"10",10,4049820000,124440000,0,4474370000,141934000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",10,"D100-E0-F1-cos-1",0.104831819685813,0.140581806493089,NA
"11",11,4046030000,126352000,0,4467290000,141485000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",11,"D100-E0-F1-cos-1",0.104116875060244,0.119768583006205,NA
"12",12,4039520000,131398000,0,4459280000,141033000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",12,"D100-E0-F1-cos-1",0.103913336237969,0.0733268390690878,NA
"13",13,4030030000,140671000,0,4450440000,140576000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",13,"D100-E0-F1-cos-1",0.104319322684943,-0.000675334646089101,NA
"14",14,4020330000,135024000,0,4440860000,140116000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",14,"D100-E0-F1-cos-1",0.104600866098057,0.0377118141959948,NA
"15",15,4016210000,121325000,0,4430620000,139653000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",15,"D100-E0-F1-cos-1",0.103184345440104,0.151065320420359,NA
"16",16,4020420000,146666000,0,4419800000,139186000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",16,"D100-E0-F1-cos-1",0.0993378801219773,-0.0510002318192355,NA
"17",17,4025100000,137723000,0,4408470000,138716000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",17,"D100-E0-F1-cos-1",0.0952448386375494,0.00721012467053433,NA
"18",18,4030470000,136560000,0,4396700000,138243000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",18,"D100-E0-F1-cos-1",0.0908653333234089,0.0123242530755712,NA
"19",19,4045070000,133986000,0,4384540000,137767000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",19,"D100-E0-F1-cos-1",0.0839219098804223,0.0282193662024391,NA
"20",20,4062460000,125778000,0,4372020000,137290000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",20,"D100-E0-F1-cos-1",0.0762001348936359,0.0915263400594699,NA
"21",21,4080360000,131908000,0,4359210000,136811000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",21,"D100-E0-F1-cos-1",0.0683395582742699,0.0371698456499985,NA
"22",22,4093680000,130581000,0,4346120000,136333000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",22,"D100-E0-F1-cos-1",0.0616657872623165,0.0440492874154739,NA
"23",23,4099860000,149972000,0,4332800000,135858000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",23,"D100-E0-F1-cos-1",0.0568165742244857,-0.0941109007014643,NA
"24",24,4102010000,135654000,0,4319270000,135391000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",24,"D100-E0-F1-cos-1",0.0529642784878633,-0.00193875595264423,NA
"25",25,4106270000,134893000,0,4305550000,134937000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",25,"D100-E0-F1-cos-1",0.0485306616467013,0.000326184457310609,NA
"26",26,4118330000,139290000,0,4291680000,134476000,0,"D100-E0-F1-cos",1,"D100","E0","F1","cos",26,"D100-E0-F1-cos-1",0.0420923044049408,-0.03456098786704,NA
"27",27,4130390000,130848000,0.005,4277690000,134430000,0.00484284,"D100-E0-F1-cos",1,"D100","E0","F1","cos",27,"D100-E0-F1-cos-1",0.0356624919196492,0.0273752751283933,-0.031432
"28",28,4122570000,117618000,0.01,4243290000,134287000,0.00974694,"D100-E0-F1-cos",1,"D100","E0","F1","cos",28,"D100-E0-F1-cos-1",0.029282704720599,0.141721505211787,-0.0253059999999999
"29",29,4094090000,126639000,0.014,4189540000,134084000,0.0137138,"D100-E0-F1-cos",1,"D100","E0","F1","cos",29,"D100-E0-F1-cos-1",0.0233140942187397,0.058789156578937,-0.0204428571428572
"30",30,4041910000,133079000,0.019,4122390000,133823000,0.0186369,"D100-E0-F1-cos",1,"D100","E0","F1","cos",30,"D100-E0-F1-cos-1",0.0199113785314369,0.00559066419194614,-0.0191105263157894
"31",31,3961540000,130629000,0.024,4040190000,133468000,0.0235213,"D100-E0-F1-cos",1,"D100","E0","F1","cos",31,"D100-E0-F1-cos-1",0.0198533903481979,0.0217333057743686,-0.0199458333333334
"32",32,3864060000,131183000,0.029,3945640000,132905000,0.0283841,"D100-E0-F1-cos",1,"D100","E0","F1","cos",32,"D100-E0-F1-cos-1",0.0211125086049388,0.0131267008682527,-0.0212379310344828
"33",33,3756510000,139634000,0.034,3841370000,132048000,0.0332275,"D100-E0-F1-cos",1,"D100","E0","F1","cos",33,"D100-E0-F1-cos-1",0.0225901168904116,-0.0543277425268917,-0.0227205882352942
"34",34,3642240000,126936000,0.039,3729800000,130611000,0.0380703,"D100-E0-F1-cos",1,"D100","E0","F1","cos",34,"D100-E0-F1-cos-1",0.0240401511157969,0.0289515976555114,-0.0238384615384615
"35",35,3527370000,132276000,0.043,3612910000,128136000,0.0420175,"D100-E0-F1-cos",1,"D100","E0","F1","cos",35,"D100-E0-F1-cos-1",0.0242503621678474,-0.0312981946838429,-0.0228488372093023
"36",36,3417010000,126415000,0.048,3495270000,89938700,0.0469609,"D100-E0-F1-cos",1,"D100","E0","F1","cos",36,"D100-E0-F1-cos-1",0.0229030643749945,-0.288544081003046,-0.0216479166666667
"37",37,3303900000,135830000,0.053,3373900000,136776000,0.0519914,"D100-E0-F1-cos",1,"D100","E0","F1","cos",37,"D100-E0-F1-cos-1",0.0211870819334726,0.00696458808805124,-0.0190301886792453
"38",38,3190010000,122711000,0.058,3238050000,153296000,0.0574838,"D100-E0-F1-cos",1,"D100","E0","F1","cos",38,"D100-E0-F1-cos-1",0.0150595139200191,0.249244159040347,-0.00890000000000002
"39",39,3076350000,126906000,0.063,3087520000,111353000,0.063096,"D100-E0-F1-cos",1,"D100","E0","F1","cos",39,"D100-E0-F1-cos-1",0.00363092626001593,-0.122555277134257,0.00152380952380951
"40",40,2964480000,121413000,0.067,2955040000,122292000,0.0672535,"D100-E0-F1-cos",1,"D100","E0","F1","cos",40,"D100-E0-F1-cos-1",-0.00318436960276339,0.00723975192112871,0.00378358208955209
"41",41,2853380000,127521000,0.072,2839210000,119201000,0.0724999,"D100-E0-F1-cos",1,"D100","E0","F1","cos",41,"D100-E0-F1-cos-1",-0.00496604027504223,-0.0652441558645243,0.00694305555555572
"42",42,2742150000,126946000,0.077,2720290000,138829000,0.0777091,"D100-E0-F1-cos",1,"D100","E0","F1","cos",42,"D100-E0-F1-cos-1",-0.00797184690844775,0.0936067304208088,0.00920909090909096
"43",43,2631730000,117844000,0.082,2604160000,125427000,0.0830244,"D100-E0-F1-cos",1,"D100","E0","F1","cos",43,"D100-E0-F1-cos-1",-0.0104759986776759,0.0643477818132446,0.0124926829268292
"44",44,2526500000,113964000,0.087,2495170000,123161000,0.0880579,"D100-E0-F1-cos",1,"D100","E0","F1","cos",44,"D100-E0-F1-cos-1",-0.0124005541262616,0.0807009230985223,0.0121597701149425
"45",45,2424140000,131239000,0.092,2398970000,130732000,0.092795,"D100-E0-F1-cos",1,"D100","E0","F1","cos",45,"D100-E0-F1-cos-1",-0.0103830636844407,-0.00386318091420995,0.00864130434782613
"46",46,2320520000,126698000,0.096,2307750000,128846000,0.0962185,"D100-E0-F1-cos",1,"D100","E0","F1","cos",46,"D100-E0-F1-cos-1",-0.00550307689655767,0.0169537009266129,0.00227604166666663
"47",47,2223480000,117856000,0.101,2225490000,122543000,0.100642,"D100-E0-F1-cos",1,"D100","E0","F1","cos",47,"D100-E0-F1-cos-1",0.000903988342598089,0.0397688704860168,-0.00354455445544565
"48",48,2137790000,114374000,0.106,2151520000,116381000,0.105073,"D100-E0-F1-cos",1,"D100","E0","F1","cos",48,"D100-E0-F1-cos-1",0.00642252045336539,0.0175476944060713,-0.0087452830188679
"49",49,2057390000,112841000,0.111,2081510000,110983000,0.109445,"D100-E0-F1-cos",1,"D100","E0","F1","cos",49,"D100-E0-F1-cos-1",0.0117235915407385,-0.0164656463519465,-0.014009009009009
"50",50,1977200000,115813000,0.116,2010510000,120593000,0.113852,"D100-E0-F1-cos",1,"D100","E0","F1","cos",50,"D100-E0-F1-cos-1",0.0168470564434554,0.0412734321708271,-0.0185172413793104
"51",51,1896170000,125926000,0.121,1935220000,125919000,0.118446,"D100-E0-F1-cos",1,"D100","E0","F1","cos",51,"D100-E0-F1-cos-1",0.020594145039738,-5.55882025951749e-05,-0.0211074380165289
"52",52,1816230000,109252000,0.125,1858490000,107631000,0.122,"D100-E0-F1-cos",1,"D100","E0","F1","cos",52,"D100-E0-F1-cos-1",0.0232679781745704,-0.0148372569838538,-0.024
"53",53,1745130000,110667000,0.13,1790500000,109591000,0.126633,"D100-E0-F1-cos",1,"D100","E0","F1","cos",53,"D100-E0-F1-cos-1",0.0259980631815395,-0.0097228622805353,-0.0259000000000001
"54",54,1680180000,108580000,0.135,1726030000,107580000,0.131435,"D100-E0-F1-cos",1,"D100","E0","F1","cos",54,"D100-E0-F1-cos-1",0.0272887428727874,-0.00920979922637686,-0.0264074074074075
"55",55,1614130000,109583000,0.14,1657990000,105707000,0.136394,"D100-E0-F1-cos",1,"D100","E0","F1","cos",55,"D100-E0-F1-cos-1",0.0271725325717259,-0.035370449796045,-0.025757142857143
"56",56,1548750000,111305000,0.145,1589120000,111294000,0.141481,"D100-E0-F1-cos",1,"D100","E0","F1","cos",56,"D100-E0-F1-cos-1",0.0260661824051655,-9.88275459323481e-05,-0.0242689655172413
"57",57,1484680000,115535000,0.149,1519840000,116421000,0.145866,"D100-E0-F1-cos",1,"D100","E0","F1","cos",57,"D100-E0-F1-cos-1",0.0236818708408546,0.00766867183104687,-0.0210335570469799
"58",58,1425780000,98257600,0.154,1454500000,102310000,0.151246,"D100-E0-F1-cos",1,"D100","E0","F1","cos",58,"D100-E0-F1-cos-1",0.0201433601256856,0.0412426112585693,-0.0178831168831169
"59",59,1373090000,102937000,0.159,1396900000,103181000,0.156492,"D100-E0-F1-cos",1,"D100","E0","F1","cos",59,"D100-E0-F1-cos-1",0.0173404510993453,0.00237038188406501,-0.0157735849056604
"60",60,1322600000,95568200,0.164,1344340000,97143900,0.16131,"D100-E0-F1-cos",1,"D100","E0","F1","cos",60,"D100-E0-F1-cos-1",0.0164373204294571,0.0164877019761804,-0.0164024390243902
"61",61,1268870000,104309000,0.169,1291190000,101997000,0.166021,"D100-E0-F1-cos",1,"D100","E0","F1","cos",61,"D100-E0-F1-cos-1",0.0175904544988848,-0.0221649138616994,-0.0176272189349113
"62",62,1214370000,100360000,0.174,1237740000,97396700,0.170588,"D100-E0-F1-cos",1,"D100","E0","F1","cos",62,"D100-E0-F1-cos-1",0.0192445465550038,-0.0295267038660821,-0.0196091954022988
"63",63,1160750000,98988500,0.178,1184790000,97464400,0.174459,"D100-E0-F1-cos",1,"D100","E0","F1","cos",63,"D100-E0-F1-cos-1",0.0207107473616196,-0.0153967380049198,-0.0198932584269662
"64",64,1113560000,98173600,0.183,1135740000,102668000,0.1797,"D100-E0-F1-cos",1,"D100","E0","F1","cos",64,"D100-E0-F1-cos-1",0.0199181005064837,0.0457801282625879,-0.0180327868852459
"65",65,1069490000,99268700,0.188,1088040000,95308200,0.185129,"D100-E0-F1-cos",1,"D100","E0","F1","cos",65,"D100-E0-F1-cos-1",0.0173447157056167,-0.0398967650427577,-0.0152712765957447
"66",66,1028270000,101030000,0.188,1044500000,109814000,0.185087,"D100-E0-F1-cos",1,"D100","E0","F1","cos",66,"D100-E0-F1-cos-1",0.015783792194657,0.086944471939028,-0.0154946808510638
"67",67,994930000,107244000,0.185,1010350000,107969000,0.182414,"D100-E0-F1-cos",1,"D100","E0","F1","cos",67,"D100-E0-F1-cos-1",0.0154985777893922,0.00676028495766663,-0.0139783783783784
"68",68,972425000,93837200,0.181,988068000,91243700,0.177742,"D100-E0-F1-cos",1,"D100","E0","F1","cos",68,"D100-E0-F1-cos-1",0.0160865876545749,-0.0276382927026808,-0.0179999999999999
"69",69,962417000,86751500,0.178,982746000,87416100,0.17403,"D100-E0-F1-cos",1,"D100","E0","F1","cos",69,"D100-E0-F1-cos-1",0.0211228604648505,0.00766096263465185,-0.0223033707865169
"70",70,959597000,97528400,0.175,982930000,96921800,0.170819,"D100-E0-F1-cos",1,"D100","E0","F1","cos",70,"D100-E0-F1-cos-1",0.0243154157422335,-0.00621972676676742,-0.0238914285714285
"71",71,954394000,96024500,0.171,978670000,92404300,0.166751,"D100-E0-F1-cos",1,"D100","E0","F1","cos",71,"D100-E0-F1-cos-1",0.0254360358510217,-0.0377007951095814,-0.0248479532163743
"72",72,949721000,85876100,0.168,974283000,89242700,0.163895,"D100-E0-F1-cos",1,"D100","E0","F1","cos",72,"D100-E0-F1-cos-1",0.02586233220072,0.0392029912862834,-0.0244345238095238
"73",73,949826000,97893800,0.165,972690000,100146000,0.161478,"D100-E0-F1-cos",1,"D100","E0","F1","cos",73,"D100-E0-F1-cos-1",0.0240717773571159,0.0230065642563676,-0.0213454545454545
"74",74,950398000,99003300,0.161,970883000,100329000,0.15769,"D100-E0-F1-cos",1,"D100","E0","F1","cos",74,"D100-E0-F1-cos-1",0.0215541278495956,0.013390462742151,-0.0205590062111802
"75",75,952586000,93776500,0.158,973292000,97825400,0.154612,"D100-E0-F1-cos",1,"D100","E0","F1","cos",75,"D100-E0-F1-cos-1",0.0217366201056912,0.0431760622330754,-0.0214430379746836
"76",76,961428000,94601200,0.154,983654000,95301900,0.150443,"D100-E0-F1-cos",1,"D100","E0","F1","cos",76,"D100-E0-F1-cos-1",0.023117695760889,0.00740688278795618,-0.0230974025974026
"77",77,974908000,93945900,0.151,1000070000,88468600,0.146962,"D100-E0-F1-cos",1,"D100","E0","F1","cos",77,"D100-E0-F1-cos-1",0.0258096148559659,-0.0583027040030486,-0.0267417218543045
"78",78,989058000,93250100,0.148,1018360000,98995100,0.143607,"D100-E0-F1-cos",1,"D100","E0","F1","cos",78,"D100-E0-F1-cos-1",0.0296261695471853,0.0616085130203614,-0.0296824324324323
"79",79,1003740000,94257800,0.144,1034400000,90711800,0.139945,"D100-E0-F1-cos",1,"D100","E0","F1","cos",79,"D100-E0-F1-cos-1",0.0305457588618567,-0.0376202287768227,-0.0281597222222221
"80",80,1019200000,88991600,0.141,1049320000,91473400,0.136923,"D100-E0-F1-cos",1,"D100","E0","F1","cos",80,"D100-E0-F1-cos-1",0.029552590266876,0.0278880253866657,-0.0289148936170213
"81",81,1034590000,90885500,0.138,1065250000,89770400,0.134219,"D100-E0-F1-cos",1,"D100","E0","F1","cos",81,"D100-E0-F1-cos-1",0.0296349278458133,-0.0122692838791666,-0.0273985507246377
"82",82,1048960000,97981800,0.134,1078450000,98061700,0.130416,"D100-E0-F1-cos",1,"D100","E0","F1","cos",82,"D100-E0-F1-cos-1",0.0281135600976205,0.000815457564568114,-0.0267462686567164
"83",83,1062220000,102125000,0.131,1091160000,102036000,0.127678,"D100-E0-F1-cos",1,"D100","E0","F1","cos",83,"D100-E0-F1-cos-1",0.0272448268720227,-0.000871481028151775,-0.0253587786259541
"84",84,1077330000,90302600,0.128,1104810000,94553900,0.124976,"D100-E0-F1-cos",1,"D100","E0","F1","cos",84,"D100-E0-F1-cos-1",0.025507504664309,0.04707837869563,-0.023625
"85",85,1098390000,106164000,0.124,1124330000,104458000,0.121294,"D100-E0-F1-cos",1,"D100","E0","F1","cos",85,"D100-E0-F1-cos-1",0.0236163839801892,-0.0160694774123055,-0.0218225806451613
"86",86,1123090000,91493900,0.121,1148700000,92031200,0.118289,"D100-E0-F1-cos",1,"D100","E0","F1","cos",86,"D100-E0-F1-cos-1",0.0228031591412977,0.00587252264905092,-0.0224049586776859
"87",87,1148950000,99424400,0.118,1175480000,104678000,0.115431,"D100-E0-F1-cos",1,"D100","E0","F1","cos",87,"D100-E0-F1-cos-1",0.0230906479829409,0.0528401478912621,-0.0217711864406779
"88",88,1177720000,98175100,0.114,1203960000,100840000,0.111579,"D100-E0-F1-cos",1,"D100","E0","F1","cos",88,"D100-E0-F1-cos-1",0.0222803382807458,0.0271443573777872,-0.0212368421052632
"89",89,1205080000,100149000,0.111,1232450000,97434100,0.108452,"D100-E0-F1-cos",1,"D100","E0","F1","cos",89,"D100-E0-F1-cos-1",0.022712185083148,-0.027108608173821,-0.0229549549549549
"90",90,1233470000,100046000,0.108,1264510000,105378000,0.105251,"D100-E0-F1-cos",1,"D100","E0","F1","cos",90,"D100-E0-F1-cos-1",0.0251647790379985,0.0532954840773244,-0.0254537037037037
"91",91,1262270000,106769000,0.104,1296090000,106296000,0.101323,"D100-E0-F1-cos",1,"D100","E0","F1","cos",91,"D100-E0-F1-cos-1",0.0267929999128554,-0.00443012484897302,-0.0257403846153846
"92",92,1293420000,93988300,0.101,1328950000,97345500,0.0982379,"D100-E0-F1-cos",1,"D100","E0","F1","cos",92,"D100-E0-F1-cos-1",0.0274698087241577,0.0357193395348144,-0.0273475247524753
"93",93,1327140000,102142000,0.097,1365480000,99349700,0.094293,"D100-E0-F1-cos",1,"D100","E0","F1","cos",93,"D100-E0-F1-cos-1",0.0288891902888919,-0.0273374322022283,-0.0279072164948454
"94",94,1362940000,95032200,0.094,1403250000,99397900,0.0912769,"D100-E0-F1-cos",1,"D100","E0","F1","cos",94,"D100-E0-F1-cos-1",0.0295757700265602,0.0459391658827219,-0.0289691489361703
"95",95,1395610000,103880000,0.091,1437210000,107550000,0.0884527,"D100-E0-F1-cos",1,"D100","E0","F1","cos",95,"D100-E0-F1-cos-1",0.0298077543153173,0.0353292260300347,-0.0279923076923077
"96",96,1427190000,98924700,0.087,1468620000,94530700,0.0845544,"D100-E0-F1-cos",1,"D100","E0","F1","cos",96,"D100-E0-F1-cos-1",0.0290290711117651,-0.0444176226968593,-0.0281103448275861
"97",97,1458650000,111700000,0.084,1502010000,110355000,0.0815602,"D100-E0-F1-cos",1,"D100","E0","F1","cos",97,"D100-E0-F1-cos-1",0.029726116614678,-0.012041181736795,-0.0290452380952382
"98",98,1491690000,100988000,0.081,1535950000,103630000,0.0787717,"D100-E0-F1-cos",1,"D100","E0","F1","cos",98,"D100-E0-F1-cos-1",0.0296710442518218,0.0261615241414822,-0.0275098765432099
"99",99,1527630000,108109000,0.077,1568990000,100087000,0.0751137,"D100-E0-F1-cos",1,"D100","E0","F1","cos",99,"D100-E0-F1-cos-1",0.0270746188540419,-0.0742028878261754,-0.0244974025974025
"100",100,1569990000,109327000,0.074,1607980000,117437000,0.072358,"D100-E0-F1-cos",1,"D100","E0","F1","cos",100,"D100-E0-F1-cos-1",0.0241976063541806,0.0741811263457334,-0.0221891891891891
"101",101,4084470000,128270000,0,4461790000,143198000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",1,"D100-E0-F1-cos-2",0.0923791826112078,0.116379511966945,NA
"102",102,4084470000,125426000,0,4461790000,142775000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",2,"D100-E0-F1-cos-2",0.0923791826112078,0.138320603383668,NA
"103",103,4083270000,123977000,0,4461670000,142351000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",3,"D100-E0-F1-cos-2",0.0926708250985117,0.148204908975052,NA
"104",104,4078220000,129315000,0,4461150000,141925000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",4,"D100-E0-F1-cos-2",0.0938963567438735,0.0975138228357113,NA
"105",105,4068050000,126544000,0,4459940000,141495000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",5,"D100-E0-F1-cos-2",0.0963336242179914,0.118148628145151,NA
"106",106,4054620000,119469000,0,4457820000,141061000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",6,"D100-E0-F1-cos-2",0.0994421178803439,0.180733077199943,NA
"107",107,4040850000,131387000,0,4454650000,140620000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",7,"D100-E0-F1-cos-2",0.102404197136741,0.0702733147115011,NA
"108",108,4024240000,120771000,0,4450360000,140173000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",8,"D100-E0-F1-cos-2",0.105888316800191,0.160651149696533,NA
"109",109,4006150000,128015000,0,4444940000,139719000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",9,"D100-E0-F1-cos-2",0.109529099010272,0.0914267859235246,NA
"110",110,3989970000,136053000,0,4438450000,139259000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",10,"D100-E0-F1-cos-2",0.11240184763294,0.0235643462474183,NA
"111",111,3973170000,125037000,0,4430950000,138791000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",11,"D100-E0-F1-cos-2",0.115217823551471,0.109999440165711,NA
"112",112,3962400000,139680000,0,4422520000,138315000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",12,"D100-E0-F1-cos-2",0.116121542499495,-0.00977233676975945,NA
"113",113,3957800000,129965000,0,4413240000,137832000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",13,"D100-E0-F1-cos-2",0.115074031027338,0.0605316816065864,NA
"114",114,3957760000,125209000,0,4403200000,137341000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",14,"D100-E0-F1-cos-2",0.11254851228978,0.0968939932432972,NA
"115",115,3965420000,137384000,0,4392480000,136842000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",15,"D100-E0-F1-cos-2",0.107696032198355,-0.00394514645082397,NA
"116",116,3972770000,138254000,0,4381140000,136334000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",16,"D100-E0-F1-cos-2",0.102792258298366,-0.0138874824598203,NA
"117",117,3980290000,131393000,0,4369250000,135816000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",17,"D100-E0-F1-cos-2",0.0977215228036148,0.033662371663635,NA
"118",118,3993190000,128851000,0,4356850000,135288000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",18,"D100-E0-F1-cos-2",0.0910700467545997,0.0499569269931937,NA
"119",119,4008720000,137207000,0,4343990000,134751000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",19,"D100-E0-F1-cos-2",0.0836351753178072,-0.0178999613722332,NA
"120",120,4022020000,142514000,0,4330700000,134203000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",20,"D100-E0-F1-cos-2",0.0767475049850573,-0.0583170776204443,NA
"121",121,4033810000,133903000,0,4317020000,133645000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",21,"D100-E0-F1-cos-2",0.0702090579377809,-0.00192676788421469,NA
"122",122,4049290000,119210000,0,4302950000,133078000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",22,"D100-E0-F1-cos-2",0.062643080638828,0.116332522439393,NA
"123",123,4067770000,118330000,0,4288520000,132505000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",23,"D100-E0-F1-cos-2",0.0542680633369143,0.11979210681991,NA
"124",124,4079960000,132026000,0,4273740000,131928000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",24,"D100-E0-F1-cos-2",0.0474955636819969,-0.000742278036144396,NA
"125",125,4078460000,144459000,0,4258620000,131350000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",25,"D100-E0-F1-cos-2",0.0441735360896024,-0.0907454710333036,NA
"126",126,4068170000,130117000,0,4243180000,130776000,0,"D100-E0-F1-cos",2,"D100","E0","F1","cos",26,"D100-E0-F1-cos-2",0.0430193428494876,0.00506467256392324,NA
"127",127,4061390000,135738000,0.005,4227420000,130570000,0.00481113,"D100-E0-F1-cos",2,"D100","E0","F1","cos",27,"D100-E0-F1-cos-2",0.0408800927761185,-0.0380733471835448,-0.037774
"128",128,4041230000,134873000,0.01,4191400000,130215000,0.00965671,"D100-E0-F1-cos",2,"D100","E0","F1","cos",28,"D100-E0-F1-cos-2",0.0371594786735722,-0.0345361933077784,-0.034329
"129",129,4003860000,131759000,0.014,4136290000,129778000,0.0135802,"D100-E0-F1-cos",2,"D100","E0","F1","cos",29,"D100-E0-F1-cos-2",0.0330755820633089,-0.0150350260703254,-0.0299857142857143
"130",130,3956890000,128032000,0.019,4067860000,129166000,0.0185253,"D100-E0-F1-cos",2,"D100","E0","F1","cos",30,"D100-E0-F1-cos-2",0.0280447523181084,0.00885716070982254,-0.0249842105263157
"131",131,3895420000,128312000,0.024,3984130000,128420000,0.0235174,"D100-E0-F1-cos",2,"D100","E0","F1","cos",31,"D100-E0-F1-cos-2",0.0227728974025907,0.000841698360246898,-0.0201083333333333
"132",132,3818280000,128255000,0.029,3887420000,127558000,0.0285314,"D100-E0-F1-cos",2,"D100","E0","F1","cos",32,"D100-E0-F1-cos-2",0.0181076296133338,-0.00543448598495185,-0.0161586206896553
"133",133,3726010000,116138000,0.034,3780090000,126400000,0.0335535,"D100-E0-F1-cos",2,"D100","E0","F1","cos",33,"D100-E0-F1-cos-2",0.0145141854154981,0.0883603988358677,-0.0131323529411765
"134",134,3621760000,117161000,0.039,3664480000,124845000,0.0385746,"D100-E0-F1-cos",2,"D100","E0","F1","cos",34,"D100-E0-F1-cos-2",0.0117953702067503,0.0655849642799225,-0.0109076923076923
"135",135,3505180000,121720000,0.043,3542690000,122797000,0.0425122,"D100-E0-F1-cos",2,"D100","E0","F1","cos",35,"D100-E0-F1-cos-2",0.0107013049258526,0.00884817614196517,-0.0113441860465115
"136",136,3378310000,129516000,0.048,3420100000,139525000,0.0473284,"D100-E0-F1-cos",2,"D100","E0","F1","cos",36,"D100-E0-F1-cos-2",0.0123700903706291,0.0772800271781093,-0.0139916666666667
"137",137,3244330000,130647000,0.053,3294570000,91443900,0.0520893,"D100-E0-F1-cos",2,"D100","E0","F1","cos",37,"D100-E0-F1-cos-2",0.0154854777411669,-0.300068887919355,-0.0171830188679245
"138",138,3111970000,128679000,0.058,3172840000,151664000,0.0567397,"D100-E0-F1-cos",2,"D100","E0","F1","cos",38,"D100-E0-F1-cos-2",0.0195599571975308,0.17862277450089,-0.0217293103448277
