"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","E","F","species","year","ID"
"1",89074.5,42959.8,0,85861.7,34633.1,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1913,"B2-D100-E0-F0-fla-1"
"2",89074.5,52550.7,0,85861.7,34281.2,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1914,"B2-D100-E0-F0-fla-1"
"3",89626.1,21736.3,0,85841.5,33934.1,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1915,"B2-D100-E0-F0-fla-1"
"4",91662.4,2235.04,0,85766.6,33579.2,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1916,"B2-D100-E0-F0-fla-1"
"5",92617,36352.2,0,85612.7,33213.3,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1917,"B2-D100-E0-F0-fla-1"
"6",89459.1,6686.31,0,85369.9,32833.2,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1918,"B2-D100-E0-F0-fla-1"
"7",85367.7,11501.2,0,85037.5,32436.6,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1919,"B2-D100-E0-F0-fla-1"
"8",80611.2,23752.9,0,84618.9,32028.8,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1920,"B2-D100-E0-F0-fla-1"
"9",74617.6,36123.5,0,84119.5,34907,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1921,"B2-D100-E0-F0-fla-1"
"10",69358.9,49905.6,0,83545.5,31942.9,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1922,"B2-D100-E0-F0-fla-1"
"11",66660.8,14516.8,0,83170.9,30745.1,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1923,"B2-D100-E0-F0-fla-1"
"12",67604.4,6602.57,0,82873.1,30286.8,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1924,"B2-D100-E0-F0-fla-1"
"13",68709.5,18724.5,0,82376.9,30152.9,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1925,"B2-D100-E0-F0-fla-1"
"14",67051.7,18307.1,0,81659.5,29275.4,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1926,"B2-D100-E0-F0-fla-1"
"15",64034.8,3890.19,0,80809,28711.6,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1927,"B2-D100-E0-F0-fla-1"
"16",61065.9,11231.5,0,79854.2,28104.1,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1928,"B2-D100-E0-F0-fla-1"
"17",57256.8,12572.2,0,78800.4,27448.2,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1929,"B2-D100-E0-F0-fla-1"
"18",52904.8,20892.9,0,77666.2,27400.8,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1930,"B2-D100-E0-F0-fla-1"
"19",48968.1,25056.5,0,76462.6,26025.2,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1931,"B2-D100-E0-F0-fla-1"
"20",46334.6,18258.5,0,75245.7,25492.3,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1932,"B2-D100-E0-F0-fla-1"
"21",45491.5,51688.6,0,73978.3,69988.7,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1933,"B2-D100-E0-F0-fla-1"
"22",45509.9,48271.1,0,72631.4,24802.7,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1934,"B2-D100-E0-F0-fla-1"
"23",48287.4,46242.2,0,74893.4,27375.7,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1935,"B2-D100-E0-F0-fla-1"
"24",54224.6,70095.2,0,78215.1,52012.3,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1936,"B2-D100-E0-F0-fla-1"
"25",61483.1,45493.6,0,79640.5,28303.9,0,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1937,"B2-D100-E0-F0-fla-1"
"26",70769.1,11991.5,0.114,81652.8,29345.8,0.104506,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1938,"B2-D100-E0-F0-fla-1"
"27",73068.3,37210,0.114,76408.8,27854.3,0.113284,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1939,"B2-D100-E0-F0-fla-1"
"28",70808.6,53213.3,0.114,70223.4,27130.8,0.116998,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1940,"B2-D100-E0-F0-fla-1"
"29",66310.6,30442.8,0.114,64079.1,25063.1,0.121255,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1941,"B2-D100-E0-F0-fla-1"
"30",63775.9,24299.6,0.114,58360.7,70639.4,0.129554,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1942,"B2-D100-E0-F0-fla-1"
"31",61889.5,15275.1,0.114,52989.1,21372.1,0.133617,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1943,"B2-D100-E0-F0-fla-1"
"32",58780,64866.5,0.114,51910.3,42289,0.123976,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1944,"B2-D100-E0-F0-fla-1"
"33",54130.2,36746.5,0.114,52296.1,19508.3,0.115535,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1945,"B2-D100-E0-F0-fla-1"
"34",52519.9,12347.3,0.114,52424,22827.2,0.116398,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1946,"B2-D100-E0-F0-fla-1"
"35",53315.5,13097.5,0.114,51253.1,20917.1,0.121538,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1947,"B2-D100-E0-F0-fla-1"
"36",51923.8,31766.3,0.114,48396.8,31321.7,0.122815,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1948,"B2-D100-E0-F0-fla-1"
"37",47937.8,10604.8,0.114,45005.3,22061.9,0.120645,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1949,"B2-D100-E0-F0-fla-1"
"38",44426.1,25565.5,0.114,42587.5,21746.7,0.117499,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1950,"B2-D100-E0-F0-fla-1"
"39",41023.3,22527.7,0.114,40862.1,20531.2,0.112691,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1951,"B2-D100-E0-F0-fla-1"
"40",38078.2,16519.6,0.114,39234.2,26358.8,0.110392,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1952,"B2-D100-E0-F0-fla-1"
"41",36177.4,7732.06,0.114,37613.9,32248.6,0.109352,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1953,"B2-D100-E0-F0-fla-1"
"42",34427.7,12008.3,0.114,36537.3,16992.9,0.104227,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1954,"B2-D100-E0-F0-fla-1"
"43",31841.9,34247.6,0.114,36788.7,18821.3,0.0938113,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1955,"B2-D100-E0-F0-fla-1"
"44",28862.6,29362.4,0.114,37080.9,24809.3,0.0871412,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1956,"B2-D100-E0-F0-fla-1"
"45",27948.2,27540.6,0.114,36643.1,44837.2,0.089529,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1957,"B2-D100-E0-F0-fla-1"
"46",29142.2,12292.9,0.114,36170,25841.8,0.0940321,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1958,"B2-D100-E0-F0-fla-1"
"47",30947.5,70082.3,0.114,37620.5,28258.8,0.0929611,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1959,"B2-D100-E0-F0-fla-1"
"48",31480.6,25409.6,0.114,39761.8,18548.7,0.0923245,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1960,"B2-D100-E0-F0-fla-1"
"49",34912.7,34321.2,0.114,41204.5,15295.1,0.103708,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1961,"B2-D100-E0-F0-fla-1"
"50",39286.8,18625.8,0.114,40969.9,38241.4,0.11682,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1962,"B2-D100-E0-F0-fla-1"
"51",42057.9,82855.7,0.114,38850.6,49770.7,0.128828,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1963,"B2-D100-E0-F0-fla-1"
"52",42710.9,29184.7,0.114,37479,36485.8,0.132836,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1964,"B2-D100-E0-F0-fla-1"
"53",46423.9,11213.7,0.114,39012.1,26596.2,0.139423,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1965,"B2-D100-E0-F0-fla-1"
"54",50841.8,8778.21,0.114,41408.3,13052.9,0.139832,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1966,"B2-D100-E0-F0-fla-1"
"55",50934.9,31983.2,0.114,42470.2,27511,0.134314,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1967,"B2-D100-E0-F0-fla-1"
"56",47210.7,21716.3,0.114,41171.9,21605.4,0.12882,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1968,"B2-D100-E0-F0-fla-1"
"57",43583.8,15755.7,0.114,39250.4,12576.7,0.125927,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1969,"B2-D100-E0-F0-fla-1"
"58",41039.9,8304.1,0.114,37586.5,17633.8,0.12463,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1970,"B2-D100-E0-F0-fla-1"
"59",38408.9,67281.5,0.114,35275,86186,0.123932,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1971,"B2-D100-E0-F0-fla-1"
"60",34985.1,11514.4,0.114,32726.2,11940.1,0.118116,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1972,"B2-D100-E0-F0-fla-1"
"61",35662.7,89252,0.114,36189.4,72669,0.108693,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1973,"B2-D100-E0-F0-fla-1"
"62",37415.4,25873.7,0.114,40699.5,25416.5,0.104934,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1974,"B2-D100-E0-F0-fla-1"
"63",42635.1,7612.87,0.114,46017.3,29228.9,0.108336,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1975,"B2-D100-E0-F0-fla-1"
"64",48286.8,46582.4,0.114,50354.7,47684,0.10992,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1976,"B2-D100-E0-F0-fla-1"
"65",48790.4,29054.5,0.114,51583.8,24213,0.106405,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1977,"B2-D100-E0-F0-fla-1"
"66",48192.2,47095.5,0.114,52714,33364.2,0.103953,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1978,"B2-D100-E0-F0-fla-1"
"67",48005,58727.4,0.114,53026.8,55113.7,0.104841,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1979,"B2-D100-E0-F0-fla-1"
"68",48734.5,15411.2,0.114,52277.4,17321.1,0.109372,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1980,"B2-D100-E0-F0-fla-1"
"69",51736.1,23085.2,0.114,53052.7,25169.2,0.113662,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1981,"B2-D100-E0-F0-fla-1"
"70",52955.1,11096.8,0.114,52810.1,11942.1,0.115614,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1982,"B2-D100-E0-F0-fla-1"
"71",51209.2,27347.7,0.114,50581.9,26435.9,0.116013,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1983,"B2-D100-E0-F0-fla-1"
"72",47401.1,21720.3,0.114,46800.2,23483.8,0.115864,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1984,"B2-D100-E0-F0-fla-1"
"73",43626.8,40146.5,0.114,43104.1,39112.3,0.11573,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1985,"B2-D100-E0-F0-fla-1"
"74",40769.2,39964.5,0.114,40428,40531.1,0.115221,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1986,"B2-D100-E0-F0-fla-1"
"75",39905.2,34498.2,0.114,39726.5,35038.1,0.114978,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1987,"B2-D100-E0-F0-fla-1"
"76",41162.8,90954,0.114,41092.9,89260.6,0.11467,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1988,"B2-D100-E0-F0-fla-1"
"77",42989.5,17755.8,0.114,43057.2,17938.5,0.114437,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1989,"B2-D100-E0-F0-fla-1"
"78",48970,10299.1,0.114,49066.2,10794.5,0.114693,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1990,"B2-D100-E0-F0-fla-1"
"79",53955,9271.21,0.114,53948.4,9639.7,0.114734,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1991,"B2-D100-E0-F0-fla-1"
"80",53269.3,39415.5,0.114,53195.9,39902.4,0.114657,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1992,"B2-D100-E0-F0-fla-1"
"81",48795.7,7628.49,0.114,48725.9,7907.29,0.114507,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1993,"B2-D100-E0-F0-fla-1"
"82",45243.5,59393.9,0.114,45267.3,61880.6,0.114305,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1994,"B2-D100-E0-F0-fla-1"
"83",41923.8,33657.8,0.114,42045,32339.4,0.113822,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1995,"B2-D100-E0-F0-fla-1"
"84",41461.2,14691.9,0.114,41890.7,14878.4,0.113146,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1996,"B2-D100-E0-F0-fla-1"
"85",43326.3,8208.95,0.114,43963.6,8300.43,0.112972,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1997,"B2-D100-E0-F0-fla-1"
"86",43424,18924.1,0.114,44057.5,19998.2,0.11292,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1998,"B2-D100-E0-F0-fla-1"
"87",40755.5,18316.8,0.114,41327.7,19397.3,0.112806,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",1999,"B2-D100-E0-F0-fla-1"
"88",37312.3,12330.9,0.114,37905.5,12409.2,0.112414,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2000,"B2-D100-E0-F0-fla-1"
"89",34441.2,29324.4,0.114,35171,30884.2,0.111802,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2001,"B2-D100-E0-F0-fla-1"
"90",31753.1,71624.3,0.114,32591.7,71014.9,0.111225,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2002,"B2-D100-E0-F0-fla-1"
"91",30409.9,23614.6,0.114,31408.9,23109.4,0.110864,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2003,"B2-D100-E0-F0-fla-1"
"92",34170.3,15833,0.114,35302.1,16845,0.111449,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2004,"B2-D100-E0-F0-fla-1"
"93",38928.4,23430.1,0.114,39994.5,24064.2,0.111861,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2005,"B2-D100-E0-F0-fla-1"
"94",40400,10311.1,0.114,41388.2,11533.2,0.111841,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2006,"B2-D100-E0-F0-fla-1"
"95",39833.5,24022.8,0.114,40827.3,24534,0.111595,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2007,"B2-D100-E0-F0-fla-1"
"96",37712.9,23970.1,0.114,38786.4,22828.3,0.111049,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2008,"B2-D100-E0-F0-fla-1"
"97",35439.7,28171.8,0.114,36619.7,26887.2,0.110773,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2009,"B2-D100-E0-F0-fla-1"
"98",34101.1,32920.1,0.114,35220.7,33848.3,0.111274,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2010,"B2-D100-E0-F0-fla-1"
"99",33804.6,78672.8,0.114,34655.2,78199,0.112212,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2011,"B2-D100-E0-F0-fla-1"
"100",34672.6,36585.4,0.114,35325.5,31311.5,0.112819,"B2-D100-E0-F0-fla",1,"B2","D100","E0","F0","fla",2012,"B2-D100-E0-F0-fla-1"
"101",89074.5,55189.7,0,95428.4,38920.3,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1913,"B2-D100-E0-F0-fla-2"
"102",89074.5,22798.9,0,95428.4,38572.1,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1914,"B2-D100-E0-F0-fla-2"
"103",90606,158150,0,95430.4,38236.9,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1915,"B2-D100-E0-F0-fla-2"
"104",91531.1,31743,0,95407,37904.1,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1916,"B2-D100-E0-F0-fla-2"
"105",101011,16417.8,0,95322.3,37572.4,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1917,"B2-D100-E0-F0-fla-2"
"106",112936,40090,0,95157.3,37241,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1918,"B2-D100-E0-F0-fla-2"
"107",117438,11367.6,0,94906.8,36909,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1919,"B2-D100-E0-F0-fla-2"
"108",117203,10521.3,0,94573.6,36575.1,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1920,"B2-D100-E0-F0-fla-2"
"109",113248,19552.5,0,94165.1,36238.9,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1921,"B2-D100-E0-F0-fla-2"
"110",105803,18064,0,93689.8,35891.1,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1922,"B2-D100-E0-F0-fla-2"
"111",97340.9,6140.95,0,93156.6,35530,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1923,"B2-D100-E0-F0-fla-2"
"112",89330.8,13207.5,0,92572.9,35143.6,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1924,"B2-D100-E0-F0-fla-2"
"113",81167.4,10039.6,0,91944.1,34714.4,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1925,"B2-D100-E0-F0-fla-2"
"114",73254.6,91117.9,0,91273,34214.7,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1926,"B2-D100-E0-F0-fla-2"
"115",66067.9,29829,0,90558.4,33638.2,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1927,"B2-D100-E0-F0-fla-2"
"116",66095,52933.2,0,89793.8,33000.2,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1928,"B2-D100-E0-F0-fla-2"
"117",70429.1,97734.1,0,88967.5,68269.9,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1929,"B2-D100-E0-F0-fla-2"
"118",75605.7,54624.8,0,88066.3,51941.1,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1930,"B2-D100-E0-F0-fla-2"
"119",85398.8,48958.8,0,89960.8,30810.3,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1931,"B2-D100-E0-F0-fla-2"
"120",96699.7,27042.3,0,94214.5,29775.3,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1932,"B2-D100-E0-F0-fla-2"
"121",105333,17503.2,0,97141.8,28409.5,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1933,"B2-D100-E0-F0-fla-2"
"122",109372,37306.2,0,97571.5,32210.3,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1934,"B2-D100-E0-F0-fla-2"
"123",108288,80457.1,0,96152.7,48021,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1935,"B2-D100-E0-F0-fla-2"
"124",105166,58374.9,0,93976.2,49053.4,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1936,"B2-D100-E0-F0-fla-2"
"125",105762,47967.8,0,93025.9,28734.4,0,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1937,"B2-D100-E0-F0-fla-2"
"126",109658,8946.99,0.114,93965,31924.5,0.136608,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1938,"B2-D100-E0-F0-fla-2"
"127",102947,70874.2,0.114,84078.9,31512,0.142311,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1939,"B2-D100-E0-F0-fla-2"
"128",93314.6,15959,0.114,74514.8,29514.6,0.144773,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1940,"B2-D100-E0-F0-fla-2"
"129",85601.3,24354.3,0.114,66218.9,52598.6,0.150724,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1941,"B2-D100-E0-F0-fla-2"
"130",78784.5,17554.7,0.114,59064.7,27153.4,0.151131,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1942,"B2-D100-E0-F0-fla-2"
"131",70890.9,20595.1,0.114,55101.6,25169.5,0.141643,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1943,"B2-D100-E0-F0-fla-2"
"132",62847.2,16895.2,0.114,52830.8,23585.1,0.130735,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1944,"B2-D100-E0-F0-fla-2"
"133",55445.2,93910,0.114,50277.3,44395,0.121779,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1945,"B2-D100-E0-F0-fla-2"
"134",48977.9,64137.3,0.114,47510.9,26472.6,0.118203,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1946,"B2-D100-E0-F0-fla-2"
"135",49485.1,24588.9,0.114,46391.2,184678,0.130328,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1947,"B2-D100-E0-F0-fla-2"
"136",55629.9,13547.8,0.114,45499,27551.1,0.135974,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1948,"B2-D100-E0-F0-fla-2"
"137",59450.9,31630.1,0.114,56340.8,25587,0.106363,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1949,"B2-D100-E0-F0-fla-2"
"138",58138.7,48204.8,0.114,70054.7,28801.6,0.0876517,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1950,"B2-D100-E0-F0-fla-2"
"139",54874.6,19599.6,0.114,75833.3,22746.7,0.0807099,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1951,"B2-D100-E0-F0-fla-2"
"140",53373.9,34528.8,0.114,75923.2,24712.8,0.0810156,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1952,"B2-D100-E0-F0-fla-2"
"141",51846.2,31505.9,0.114,72568.7,22189.6,0.0829762,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1953,"B2-D100-E0-F0-fla-2"
"142",50035.9,24969.6,0.114,67596.3,37740.3,0.0870703,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1954,"B2-D100-E0-F0-fla-2"
"143",48725.8,34973.3,0.114,62084,18642.9,0.0920229,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1955,"B2-D100-E0-F0-fla-2"
"144",47205.3,63048.5,0.114,57860.4,41635.8,0.0951133,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1956,"B2-D100-E0-F0-fla-2"
"145",46106.8,28078.1,0.114,54137.2,27005.8,0.101639,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1957,"B2-D100-E0-F0-fla-2"
"146",48091.7,65481.9,0.114,51600.5,101009,0.111849,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1958,"B2-D100-E0-F0-fla-2"
"147",50397.2,43514,0.114,49717.8,21547.2,0.117101,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1959,"B2-D100-E0-F0-fla-2"
"148",53610.1,13916.4,0.114,53468.1,17964.9,0.113458,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1960,"B2-D100-E0-F0-fla-2"
"149",57188,8567.05,0.114,57889.7,21470.5,0.11347,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1961,"B2-D100-E0-F0-fla-2"
"150",57163.9,14115.4,0.114,57519.2,13582.3,0.11303,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1962,"B2-D100-E0-F0-fla-2"
"151",52998.9,41547,0.114,54287.7,20474.1,0.109963,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1963,"B2-D100-E0-F0-fla-2"
"152",47170.7,26017.2,0.114,49696.4,20952,0.108836,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1964,"B2-D100-E0-F0-fla-2"
"153",43663.1,13585.6,0.114,45039.1,23683.4,0.114137,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1965,"B2-D100-E0-F0-fla-2"
"154",42197.5,22750.1,0.114,41054,22001.8,0.119899,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1966,"B2-D100-E0-F0-fla-2"
"155",40162.4,22656.4,0.114,38056.8,30053,0.120769,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1967,"B2-D100-E0-F0-fla-2"
"156",37878.5,8388.66,0.114,35971.6,14359.4,0.119494,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1968,"B2-D100-E0-F0-fla-2"
"157",36149.1,27984.1,0.114,35131.6,33296.5,0.115422,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1969,"B2-D100-E0-F0-fla-2"
"158",33810.8,77288.2,0.114,34289.7,52374.4,0.110069,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1970,"B2-D100-E0-F0-fla-2"
"159",32089.9,27094.2,0.114,34204.7,32502.9,0.108109,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1971,"B2-D100-E0-F0-fla-2"
"160",35811,13190.3,0.114,36990.6,18439.9,0.114273,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1972,"B2-D100-E0-F0-fla-2"
"161",40984.6,10114.8,0.114,40399.3,16133.8,0.117082,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1973,"B2-D100-E0-F0-fla-2"
"162",42493,10995.8,0.114,41558.8,9816.87,0.116188,"B2-D100-E0-F0-fla",2,"B2","D100","E0","F0","fla",1974,"B2-D100-E0-F0-fla-2"
