"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","E","F","species","year","ID"
"15682",38325.3,22147.2,0.114,14580.4,8347.57,0.302206,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",1994,"B4-D102-E0-F0-fla-2"
"15683",34422.2,25998.3,0.114,13727.9,6404.47,0.289326,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",1995,"B4-D102-E0-F0-fla-2"
"15684",31313.3,69259.3,0.114,12714.6,15577.9,0.294833,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",1996,"B4-D102-E0-F0-fla-2"
"15685",30076.1,38014.4,0.114,11483.1,20928.9,0.322287,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",1997,"B4-D102-E0-F0-fla-2"
"15686",33621.2,16166.2,0.114,11365.7,24938,0.364235,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",1998,"B4-D102-E0-F0-fla-2"
"15687",39302,51475.8,0.114,12518.6,11988.7,0.359386,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",1999,"B4-D102-E0-F0-fla-2"
"15688",42069.5,21732.2,0.114,14843.6,13588,0.333647,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2000,"B4-D102-E0-F0-fla-2"
"15689",44284.9,46105.1,0.114,15777.3,27535.3,0.339904,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2001,"B4-D102-E0-F0-fla-2"
"15690",45641.1,37348.2,0.114,15554.1,7079.92,0.334928,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2002,"B4-D102-E0-F0-fla-2"
"15691",46832.8,15471.2,0.114,17074.6,15821.9,0.333296,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2003,"B4-D102-E0-F0-fla-2"
"15692",48415.6,89190.9,0.114,16661.4,17422.3,0.351601,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2004,"B4-D102-E0-F0-fla-2"
"15693",47960.2,36798.1,0.114,15760.6,29685.9,0.370267,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2005,"B4-D102-E0-F0-fla-2"
"15694",50966.4,33933.4,0.114,15305.8,35308.2,0.398345,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2006,"B4-D102-E0-F0-fla-2"
"15695",55558.8,13450.5,0.114,16603.9,16532.4,0.371998,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2007,"B4-D102-E0-F0-fla-2"
"15696",57564.7,9704.58,0.114,19949.7,15668.2,0.326726,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2008,"B4-D102-E0-F0-fla-2"
"15697",55896.5,24011.4,0.114,21588.2,10549.9,0.291164,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2009,"B4-D102-E0-F0-fla-2"
"15698",51051.1,20553.7,0.114,21837.3,18417.1,0.264309,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2010,"B4-D102-E0-F0-fla-2"
"15699",45965.5,46209.6,0.114,21010,19078.3,0.244813,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2011,"B4-D102-E0-F0-fla-2"
"15700",41928,20249.9,0.114,20943.7,19099.6,0.225391,"B4-D102-E0-F0-fla",2,"B4","D102","E0","F0","fla",2012,"B4-D102-E0-F0-fla-2"
"15701",89074.5,43219.8,0,169111,66748.2,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1913,"B4-D102-E0-F0-fla-3"
"15702",89074.5,29157.3,0,169111,66208.8,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1914,"B4-D102-E0-F0-fla-3"
"15703",89646.9,11281.1,0,169147,65683.1,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1915,"B4-D102-E0-F0-fla-3"
"15704",89835.8,12119.5,0,169149,65169.8,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1916,"B4-D102-E0-F0-fla-3"
"15705",87532.9,9314.23,0,169060,64668.6,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1917,"B4-D102-E0-F0-fla-3"
"15706",82760.6,56790.2,0,168852,64180.2,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1918,"B4-D102-E0-F0-fla-3"
"15707",76548.5,41540.6,0,168516,63705.9,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1919,"B4-D102-E0-F0-fla-3"
"15708",73559.8,58904.1,0,168056,63247.6,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1920,"B4-D102-E0-F0-fla-3"
"15709",74395.3,28591.9,0,167481,62807.6,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1921,"B4-D102-E0-F0-fla-3"
"15710",78222.5,49376.6,0,166808,62388.2,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1922,"B4-D102-E0-F0-fla-3"
"15711",82041.4,16112.3,0,166052,61991.1,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1923,"B4-D102-E0-F0-fla-3"
"15712",85451.9,16023.9,0,165231,61617.4,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1924,"B4-D102-E0-F0-fla-3"
"15713",86759.3,66125.2,0,164361,61265.5,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1925,"B4-D102-E0-F0-fla-3"
"15714",84825.6,33003,0,163458,60930.5,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1926,"B4-D102-E0-F0-fla-3"
"15715",84892.9,34787.8,0,162536,60600.6,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1927,"B4-D102-E0-F0-fla-3"
"15716",86632.1,24818.4,0,161607,60254.3,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1928,"B4-D102-E0-F0-fla-3"
"15717",87742.1,70788,0,160678,59858,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1929,"B4-D102-E0-F0-fla-3"
"15718",87459,53027.5,0,159752,59370.3,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1930,"B4-D102-E0-F0-fla-3"
"15719",89432.8,54839.6,0,158826,58761,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1931,"B4-D102-E0-F0-fla-3"
"15720",93975.3,43916,0,157885,58033.8,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1932,"B4-D102-E0-F0-fla-3"
"15721",99131.4,16122.2,0,156905,57134.7,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1933,"B4-D102-E0-F0-fla-3"
"15722",103396,108855,0,155859,55497.1,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1934,"B4-D102-E0-F0-fla-3"
"15723",103942,21443.5,0,154712,52140,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1935,"B4-D102-E0-F0-fla-3"
"15724",107891,5124.58,0,153361,48498.5,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1936,"B4-D102-E0-F0-fla-3"
"15725",112168,104783,0,151546,47305.5,0,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1937,"B4-D102-E0-F0-fla-3"
"15726",110363,76217.4,0.114,149070,54602.2,0.0839941,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1938,"B4-D102-E0-F0-fla-3"
"15727",101060,45688.5,0.114,135447,54440.4,0.0874792,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1939,"B4-D102-E0-F0-fla-3"
"15728",98698.1,18144,0.114,123929,54306.7,0.0936921,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1940,"B4-D102-E0-F0-fla-3"
"15729",96558.1,121942,0.114,114205,54101,0.0970957,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1941,"B4-D102-E0-F0-fla-3"
"15730",90423.8,13630.1,0.114,106306,53547.8,0.0979332,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1942,"B4-D102-E0-F0-fla-3"
"15731",89165.3,26303.1,0.114,100108,52125.6,0.10416,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1943,"B4-D102-E0-F0-fla-3"
"15732",88015.3,16663,0.114,94763.7,49521.5,0.104957,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1944,"B4-D102-E0-F0-fla-3"
"15733",82202,15114.3,0.114,90388.6,46772.8,0.100286,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1945,"B4-D102-E0-F0-fla-3"
"15734",73906.5,70397.2,0.114,86955.2,46037.3,0.0919637,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1946,"B4-D102-E0-F0-fla-3"
"15735",64673.4,17924.5,0.114,84338.3,47889.5,0.0840755,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1947,"B4-D102-E0-F0-fla-3"
"15736",60193.3,27240.9,0.114,82426.8,50115,0.0821666,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1948,"B4-D102-E0-F0-fla-3"
"15737",57751.9,21334,0.114,81027.9,50316.9,0.078998,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1949,"B4-D102-E0-F0-fla-3"
"15738",54477.5,28253.5,0.114,80432.9,50864.4,0.0742967,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1950,"B4-D102-E0-F0-fla-3"
"15739",50796.2,105012,0.114,80579.1,51987.8,0.0687986,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1951,"B4-D102-E0-F0-fla-3"
"15740",47526.3,70821.7,0.114,81373.4,54036.4,0.0670579,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1952,"B4-D102-E0-F0-fla-3"
"15741",51215.7,34647.5,0.114,82494.1,57115.7,0.0759826,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1953,"B4-D102-E0-F0-fla-3"
"15742",59933.8,22172,0.114,83241.8,58755.8,0.0862253,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1954,"B4-D102-E0-F0-fla-3"
"15743",65768.3,45888.5,0.114,83723.1,52461.2,0.089695,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1955,"B4-D102-E0-F0-fla-3"
"15744",66055.5,14167.7,0.114,84417.2,43539.8,0.0875076,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1956,"B4-D102-E0-F0-fla-3"
"15745",64415.6,18603.4,0.114,84804.4,42346.6,0.0847768,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1957,"B4-D102-E0-F0-fla-3"
"15746",60927.9,57473.3,0.114,84007.1,58180.9,0.0796369,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1958,"B4-D102-E0-F0-fla-3"
"15747",55572.7,45239.9,0.114,82592.1,63330.1,0.0738109,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1959,"B4-D102-E0-F0-fla-3"
"15748",53007,9109.56,0.114,82873.5,60164.7,0.0717936,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1960,"B4-D102-E0-F0-fla-3"
"15749",53536.1,83074.3,0.114,84837,48818.7,0.0701524,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1961,"B4-D102-E0-F0-fla-3"
"15750",52215.4,20605.3,0.114,87376.4,42895.4,0.0674033,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1962,"B4-D102-E0-F0-fla-3"
"15751",53614.3,13740.7,0.114,88862.6,54085.6,0.0704192,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1963,"B4-D102-E0-F0-fla-3"
"15752",55489.2,16321.3,0.114,88429.5,54406.6,0.0706693,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1964,"B4-D102-E0-F0-fla-3"
"15753",53591.5,14637.8,0.114,88199.4,54149.1,0.0662756,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1965,"B4-D102-E0-F0-fla-3"
"15754",49360,16803.6,0.114,88699.7,51764.2,0.0596645,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1966,"B4-D102-E0-F0-fla-3"
"15755",44425.2,35475,0.114,89883.9,59847.2,0.0527037,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1967,"B4-D102-E0-F0-fla-3"
"15756",39804.1,13257.6,0.114,91347.6,51413.3,0.0469737,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1968,"B4-D102-E0-F0-fla-3"
"15757",37438.8,3953.5,0.114,93863.4,49427.2,0.0439348,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1969,"B4-D102-E0-F0-fla-3"
"15758",35829.4,18496.6,0.114,96004.9,49457.2,0.0405129,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1970,"B4-D102-E0-F0-fla-3"
"15759",32789.3,30592.2,0.114,97568.6,49900.5,0.0360931,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1971,"B4-D102-E0-F0-fla-3"
"15760",29755.9,114677,0.114,98866.8,55650.1,0.0332131,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1972,"B4-D102-E0-F0-fla-3"
"15761",28806,17605.5,0.114,100013,60821.4,0.0356074,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1973,"B4-D102-E0-F0-fla-3"
"15762",36432.5,62276.1,0.114,101297,60887.3,0.0461109,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1974,"B4-D102-E0-F0-fla-3"
"15763",44989.4,18851.1,0.114,102453,53229.7,0.0532068,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1975,"B4-D102-E0-F0-fla-3"
"15764",51243.8,32011.6,0.114,103484,43242.6,0.0585904,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1976,"B4-D102-E0-F0-fla-3"
"15765",54226.9,33161.7,0.114,103411,41090.5,0.0603618,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1977,"B4-D102-E0-F0-fla-3"
"15766",54018.8,5655.73,0.114,101596,48123.6,0.0609195,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1978,"B4-D102-E0-F0-fla-3"
"15767",52903.4,45222.9,0.114,98554.5,51379.1,0.0603616,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1979,"B4-D102-E0-F0-fla-3"
"15768",49526.3,17223.1,0.114,95866,58582.9,0.0573219,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1980,"B4-D102-E0-F0-fla-3"
"15769",46896.4,19149.5,0.114,94296.9,55466.9,0.0554321,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1981,"B4-D102-E0-F0-fla-3"
"15770",44941.2,51072,0.114,94340.9,34996.2,0.0523465,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1982,"B4-D102-E0-F0-fla-3"
"15771",42274.4,28312.6,0.114,95236.5,50103.2,0.0501745,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1983,"B4-D102-E0-F0-fla-3"
"15772",41954.9,5461.22,0.114,94252.1,34861.6,0.0515732,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1984,"B4-D102-E0-F0-fla-3"
"15773",42971.5,48745.1,0.114,93330.7,44772.2,0.0526843,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1985,"B4-D102-E0-F0-fla-3"
"15774",41571.7,8980.4,0.114,91059.5,29046.3,0.051746,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1986,"B4-D102-E0-F0-fla-3"
"15775",40957.4,31907.8,0.114,89161,68231.3,0.0531309,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1987,"B4-D102-E0-F0-fla-3"
"15776",40127.1,27379.8,0.114,85881.5,37043.4,0.0520724,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1988,"B4-D102-E0-F0-fla-3"
"15777",38993.5,11393.1,0.114,86268,31662.6,0.0512057,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1989,"B4-D102-E0-F0-fla-3"
"15778",38577,13403.6,0.114,85968.4,32872.9,0.0509922,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1990,"B4-D102-E0-F0-fla-3"
"15779",37189,40049.4,0.114,84147,42860,0.0494661,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1991,"B4-D102-E0-F0-fla-3"
"15780",34625,36243.8,0.114,81668.2,53870.3,0.0477294,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1992,"B4-D102-E0-F0-fla-3"
"15781",33856.6,18229.2,0.114,80179.2,62427.4,0.0487281,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1993,"B4-D102-E0-F0-fla-3"
"15782",35394,18444.7,0.114,80627.2,35428.8,0.0499853,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1994,"B4-D102-E0-F0-fla-3"
"15783",36438.3,21854.8,0.114,83261,19374.7,0.0493993,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1995,"B4-D102-E0-F0-fla-3"
"15784",35994.6,19688.8,0.114,84208.3,38023.2,0.0488037,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1996,"B4-D102-E0-F0-fla-3"
"15785",35000.3,28885.2,0.114,81860.4,58742.5,0.0486639,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1997,"B4-D102-E0-F0-fla-3"
"15786",33892,18407.4,0.114,79518.8,54344,0.047809,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1998,"B4-D102-E0-F0-fla-3"
"15787",33479.3,20026.6,0.114,80043.6,52460,0.0467478,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",1999,"B4-D102-E0-F0-fla-3"
"15788",33176.4,7511.46,0.114,82137.6,44116.3,0.044729,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2000,"B4-D102-E0-F0-fla-3"
"15789",32512.6,40834.4,0.114,84807.2,60561.8,0.0421479,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2001,"B4-D102-E0-F0-fla-3"
"15790",30773.1,7195.48,0.114,86744.7,40466,0.0390173,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2002,"B4-D102-E0-F0-fla-3"
"15791",30562.5,36895.4,0.114,89925.8,58988.7,0.0384673,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2003,"B4-D102-E0-F0-fla-3"
"15792",30418.6,29302.1,0.114,91574,54772.9,0.0372855,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2004,"B4-D102-E0-F0-fla-3"
"15793",30853.8,41435.7,0.114,94013.6,74261.1,0.0377391,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2005,"B4-D102-E0-F0-fla-3"
"15794",32475.9,19120.9,0.114,96503,67628.2,0.0387753,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2006,"B4-D102-E0-F0-fla-3"
"15795",35205.9,7614.72,0.114,100915,30041,0.0399894,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2007,"B4-D102-E0-F0-fla-3"
"15796",37104.4,37728,0.114,105698,57022.7,0.039766,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2008,"B4-D102-E0-F0-fla-3"
"15797",36205.4,16137,0.114,106173,70619.9,0.0381669,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2009,"B4-D102-E0-F0-fla-3"
"15798",35539.1,20507.5,0.114,106563,47857.5,0.0373822,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2010,"B4-D102-E0-F0-fla-3"
"15799",35132.1,58362.8,0.114,108844,89214.4,0.0360919,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2011,"B4-D102-E0-F0-fla-3"
"15800",34171.8,25985.1,0.114,109928,63771.4,0.0351078,"B4-D102-E0-F0-fla",3,"B4","D102","E0","F0","fla",2012,"B4-D102-E0-F0-fla-3"
"15801",89074.5,13614.6,0,109052,27684.7,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1913,"B4-D102-E0-F0-fla-4"
"15802",89074.5,57474.3,0,109052,27417.5,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1914,"B4-D102-E0-F0-fla-4"
"15803",87274.7,21795.1,0,108954,27146.9,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1915,"B4-D102-E0-F0-fla-4"
"15804",86651.7,23683.8,0,108748,26872.1,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1916,"B4-D102-E0-F0-fla-4"
"15805",86464,18481.9,0,108429,26592.4,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1917,"B4-D102-E0-F0-fla-4"
"15806",84820.7,27873.3,0,108002,26307.1,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1918,"B4-D102-E0-F0-fla-4"
"15807",81850.1,8758.6,0,107475,26015.5,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1919,"B4-D102-E0-F0-fla-4"
"15808",78727.2,43099.3,0,106858,25716.9,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1920,"B4-D102-E0-F0-fla-4"
"15809",74745.4,19999.8,0,106160,25410.3,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1921,"B4-D102-E0-F0-fla-4"
"15810",72161.2,42565.2,0,105390,25094.5,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1922,"B4-D102-E0-F0-fla-4"
"15811",70704.6,12446.4,0,104555,24768.2,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1923,"B4-D102-E0-F0-fla-4"
"15812",70628.6,22543.1,0,103662,24429.8,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1924,"B4-D102-E0-F0-fla-4"
"15813",70158.2,24176.6,0,102713,24077.3,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1925,"B4-D102-E0-F0-fla-4"
"15814",68561.9,20597.8,0,101713,23708.6,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1926,"B4-D102-E0-F0-fla-4"
"15815",66917.5,4621.34,0,100663,23320.7,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1927,"B4-D102-E0-F0-fla-4"
"15816",65239.4,28839,0,99562.1,22910.8,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1928,"B4-D102-E0-F0-fla-4"
"15817",62169.6,105556,0,98409.7,22475.1,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1929,"B4-D102-E0-F0-fla-4"
"15818",59398.9,42087.2,0,97202.9,22011.6,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1930,"B4-D102-E0-F0-fla-4"
"15819",64514.5,33967.2,0,95937.4,21520.4,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1931,"B4-D102-E0-F0-fla-4"
"15820",73804.9,13817.3,0,94607.9,21019.7,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1932,"B4-D102-E0-F0-fla-4"
"15821",80898.9,84039.9,0,93209,20570.7,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1933,"B4-D102-E0-F0-fla-4"
"15822",83552.2,210445,0,91739.2,20358,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1934,"B4-D102-E0-F0-fla-4"
"15823",87689.4,46125,0,90213.4,20896.9,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1935,"B4-D102-E0-F0-fla-4"
"15824",106820,58712.1,0,88695.4,24002.6,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1936,"B4-D102-E0-F0-fla-4"
"15825",128810,94147,0,87388.1,43777.9,0,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1937,"B4-D102-E0-F0-fla-4"
"15826",142780,7284.25,0.114,86964.7,21396.6,0.191566,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1938,"B4-D102-E0-F0-fla-4"
"15827",139451,61073.4,0.114,76359.2,21056.1,0.214624,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1939,"B4-D102-E0-F0-fla-4"
"15828",129972,30152.3,0.114,64616.2,20641.1,0.232715,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1940,"B4-D102-E0-F0-fla-4"
"15829",117826,62183,0.114,53887.1,20152.1,0.252176,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1941,"B4-D102-E0-F0-fla-4"
"15830",105957,23722.9,0.114,44737.8,19367.2,0.271883,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1942,"B4-D102-E0-F0-fla-4"
"15831",96578.1,49217.2,0.114,37301,18666.8,0.29693,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1943,"B4-D102-E0-F0-fla-4"
"15832",88122.9,24168.6,0.114,31219,17999.2,0.32,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1944,"B4-D102-E0-F0-fla-4"
"15833",80876,37242,0.114,26370.8,18221.9,0.345425,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1945,"B4-D102-E0-F0-fla-4"
"15834",74237.1,23939.7,0.114,22471.1,19767.7,0.364223,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1946,"B4-D102-E0-F0-fla-4"
"15835",68246.9,59641.9,0.114,19597.4,15890.6,0.371578,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1947,"B4-D102-E0-F0-fla-4"
"15836",62739.9,36226.8,0.114,17935.5,16019.5,0.381069,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1948,"B4-D102-E0-F0-fla-4"
"15837",60116.3,8821.22,0.114,16221.9,15450.5,0.412924,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1949,"B4-D102-E0-F0-fla-4"
"15838",59386.4,11306.2,0.114,14515,14803.4,0.449824,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1950,"B4-D102-E0-F0-fla-4"
"15839",56303.1,29164.3,0.114,12837.2,14075.8,0.463454,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1951,"B4-D102-E0-F0-fla-4"
"15840",50708.8,18667.9,0.114,11494.1,13422.6,0.455138,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1952,"B4-D102-E0-F0-fla-4"
"15841",45821.8,14922,0.114,10587.4,12985,0.44525,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1953,"B4-D102-E0-F0-fla-4"
"15842",42103.1,22643,0.114,9974.28,12787.1,0.428266,"B4-D102-E0-F0-fla",4,"B4","D102","E0","F0","fla",1954,"B4-D102-E0-F0-fla-4"
